Latitude,Longitude
2806.6193N,8242.8915W
2806.6191N,8242.8911W
2806.6189N,8242.8908W
2806.6188N,8242.8904W
2806.6187N,8242.89W
2806.6185N,8242.8896W
2806.6183N,8242.8892W
2806.6181N,8242.8889W
2806.6178N,8242.8885W
2806.6177N,8242.8881W
2806.6175N,8242.8878W
2806.6174N,8242.8874W
2806.6173N,8242.887W
2806.6171N,8242.8866W
2806.617N,8242.8862W
2806.6168N,8242.8858W
2806.6167N,8242.8854W
2806.6166N,8242.885W
2806.6165N,8242.8846W
2806.6164N,8242.8842W
2806.6165N,8242.8836W
2806.6165N,8242.8831W
2806.6163N,8242.8827W
2806.6162N,8242.8823W
2806.6161N,8242.882W
2806.616N,8242.8816W
2806.6159N,8242.8812W
2806.6158N,8242.8809W
2806.6157N,8242.8805W
2806.6156N,8242.8801W
2806.6155N,8242.8797W
2806.6153N,8242.8793W
2806.6152N,8242.879W
2806.615N,8242.8786W
2806.6148N,8242.8783W
2806.6147N,8242.8779W
2806.6146N,8242.8775W
2806.6145N,8242.877W
2806.6145N,8242.8762W
2806.6143N,8242.8757W
2806.6142N,8242.8752W
2806.6142N,8242.8746W
2806.6141N,8242.8741W
2806.6139N,8242.8736W
2806.6137N,8242.873W
2806.6136N,8242.8725W
2806.6134N,8242.8721W
2806.6131N,8242.8716W
2806.6129N,8242.8712W
2806.6127N,8242.8708W
2806.6125N,8242.8704W
2806.6123N,8242.8699W
2806.6121N,8242.8695W
2806.6119N,8242.8691W
2806.6117N,8242.8687W
2806.6116N,8242.8683W
2806.6114N,8242.8679W
2806.6112N,8242.8675W
2806.611N,8242.8671W
2806.6109N,8242.8666W
2806.6106N,8242.8662W
2806.6104N,8242.8658W
2806.6101N,8242.8654W
2806.6099N,8242.865W
2806.6097N,8242.8647W
2806.6095N,8242.8644W
2806.6092N,8242.864W
2806.609N,8242.8637W
2806.6088N,8242.8633W
2806.6086N,8242.8629W
2806.6083N,8242.8625W
2806.608N,8242.8621W
2806.6077N,8242.8618W
2806.6074N,8242.8614W
2806.607N,8242.861W
2806.6067N,8242.8606W
2806.6065N,8242.8602W
2806.6062N,8242.8599W
2806.606N,8242.8595W
2806.6057N,8242.8592W
2806.6055N,8242.8588W
2806.6053N,8242.8585W
2806.6051N,8242.8582W
2806.6049N,8242.8578W
2806.6046N,8242.8576W
2806.6044N,8242.8572W
2806.6041N,8242.857W
2806.6038N,8242.8567W
2806.6036N,8242.8564W
2806.6034N,8242.8561W
2806.6031N,8242.8558W
2806.6029N,8242.8555W
2806.6026N,8242.8551W
2806.6023N,8242.8548W
2806.602N,8242.8545W
2806.6017N,8242.8542W
2806.6014N,8242.8539W
2806.6011N,8242.8536W
2806.6008N,8242.8533W
2806.6005N,8242.8529W
2806.6003N,8242.8527W
2806.5999N,8242.8525W
2806.5996N,8242.8522W
2806.5994N,8242.852W
2806.5991N,8242.8517W
2806.5988N,8242.8514W
2806.5986N,8242.8511W
2806.5984N,8242.8507W
2806.5981N,8242.8504W
2806.5978N,8242.8501W
2806.5975N,8242.8497W
2806.5972N,8242.8494W
2806.5968N,8242.8491W
2806.5965N,8242.8488W
2806.5961N,8242.8484W
2806.5958N,8242.8481W
2806.5955N,8242.8477W
2806.5952N,8242.8474W
2806.5948N,8242.8471W
2806.5945N,8242.8468W
2806.5941N,8242.8464W
2806.5938N,8242.8461W
2806.5935N,8242.8458W
2806.5932N,8242.8455W
2806.593N,8242.8451W
2806.5927N,8242.8447W
2806.5924N,8242.8444W
2806.5921N,8242.8441W
2806.5918N,8242.8437W
2806.5916N,8242.8434W
2806.5914N,8242.8431W
2806.5914N,8242.8427W
2806.5912N,8242.8423W
2806.5909N,8242.842W
2806.5906N,8242.8416W
2806.5903N,8242.8412W
2806.59N,8242.8409W
2806.5896N,8242.8406W
2806.5894N,8242.8402W
2806.5891N,8242.8399W
2806.5888N,8242.8395W
2806.5885N,8242.8392W
2806.5883N,8242.8388W
2806.588N,8242.8385W
2806.5878N,8242.8382W
2806.5875N,8242.8379W
2806.5873N,8242.8376W
2806.587N,8242.8374W
2806.5868N,8242.8371W
2806.5866N,8242.8367W
2806.5863N,8242.8364W
2806.586N,8242.8361W
2806.5857N,8242.8358W
2806.5855N,8242.8355W
2806.5852N,8242.8352W
2806.5851N,8242.835W
2806.585N,8242.8347W
2806.5848N,8242.8345W
2806.5846N,8242.8343W
2806.5844N,8242.834W
2806.5843N,8242.8337W
2806.5841N,8242.8334W
2806.5843N,8242.8334W
2806.5843N,8242.8333W
2806.5842N,8242.833W
2806.584N,8242.8327W
2806.5838N,8242.8324W
2806.5836N,8242.8321W
2806.5833N,8242.8319W
2806.583N,8242.8316W
2806.5827N,8242.8313W
2806.5825N,8242.8309W
2806.5822N,8242.8306W
2806.5819N,8242.8303W
2806.5817N,8242.8299W
2806.5814N,8242.8295W
2806.5812N,8242.8291W
2806.581N,8242.8287W
2806.5808N,8242.8283W
2806.5806N,8242.8279W
2806.5804N,8242.8275W
2806.5802N,8242.8272W
2806.5799N,8242.8268W
2806.5797N,8242.8265W
2806.5795N,8242.8262W
2806.5793N,8242.8259W
2806.5791N,8242.8256W
2806.5788N,8242.8252W
2806.5786N,8242.8249W
2806.5784N,8242.8245W
2806.5782N,8242.8242W
2806.578N,8242.8239W
2806.5777N,8242.8236W
2806.5776N,8242.8232W
2806.5773N,8242.8227W
2806.5772N,8242.8223W
2806.5771N,8242.8219W
2806.577N,8242.8216W
2806.5769N,8242.8213W
2806.5768N,8242.821W
2806.5766N,8242.8207W
2806.5765N,8242.8204W
2806.5763N,8242.8201W
2806.5762N,8242.8198W
2806.5759N,8242.8196W
2806.5756N,8242.8193W
2806.5755N,8242.8189W
2806.5752N,8242.8186W
2806.5749N,8242.8184W
2806.5747N,8242.818W
2806.5745N,8242.8176W
2806.5742N,8242.8174W
2806.574N,8242.8171W
2806.5737N,8242.8167W
2806.5735N,8242.8163W
2806.5733N,8242.8159W
2806.573N,8242.8155W
2806.5728N,8242.8151W
2806.5725N,8242.8147W
2806.5723N,8242.8143W
2806.5721N,8242.8139W
2806.5718N,8242.8134W
2806.5715N,8242.8131W
2806.5713N,8242.8127W
2806.571N,8242.8122W
2806.5706N,8242.8114W
2806.5704N,8242.8109W
2806.5702N,8242.8105W
2806.5699N,8242.8101W
2806.5697N,8242.8097W
2806.5695N,8242.8092W
2806.5692N,8242.8088W
2806.5689N,8242.8083W
2806.5686N,8242.8079W
2806.5683N,8242.8075W
2806.5681N,8242.8072W
2806.5678N,8242.8068W
2806.5676N,8242.8065W
2806.5674N,8242.8061W
2806.5672N,8242.8058W
2806.5669N,8242.8054W
2806.5668N,8242.8051W
2806.5666N,8242.8047W
2806.5664N,8242.8044W
2806.5662N,8242.804W
2806.566N,8242.8037W
2806.5658N,8242.8034W
2806.5656N,8242.803W
2806.5654N,8242.8028W
2806.5652N,8242.8024W
2806.565N,8242.8021W
2806.5648N,8242.8017W
2806.5646N,8242.8013W
2806.5645N,8242.8009W
2806.5644N,8242.8005W
2806.5638N,8242.8001W
2806.5633N,8242.7996W
2806.5629N,8242.7991W
2806.5626N,8242.7986W
2806.5622N,8242.7983W
2806.5619N,8242.7979W
2806.5617N,8242.7975W
2806.5614N,8242.7972W
2806.5611N,8242.7968W
2806.5609N,8242.7964W
2806.5606N,8242.796W
2806.5604N,8242.7956W
2806.5602N,8242.7952W
2806.5599N,8242.7948W
2806.5597N,8242.7944W
2806.5596N,8242.7939W
2806.5594N,8242.7935W
2806.5592N,8242.793W
2806.559N,8242.7927W
2806.559N,8242.7923W
2806.5589N,8242.7918W
2806.5588N,8242.7914W
2806.5587N,8242.791W
2806.5586N,8242.7906W
2806.5585N,8242.7901W
2806.5584N,8242.7896W
2806.5583N,8242.7891W
2806.5582N,8242.7886W
2806.5581N,8242.7882W
2806.5579N,8242.7878W
2806.5578N,8242.7874W
2806.558N,8242.7868W
2806.5579N,8242.7862W
2806.5578N,8242.7857W
2806.5577N,8242.7853W
2806.5576N,8242.7849W
2806.5573N,8242.7845W
2806.5571N,8242.7841W
2806.5569N,8242.7838W
2806.5567N,8242.7833W
2806.5565N,8242.783W
2806.5564N,8242.7826W
2806.5562N,8242.7822W
2806.556N,8242.7818W
2806.5558N,8242.7814W
2806.5556N,8242.781W
2806.5554N,8242.7806W
2806.5553N,8242.7802W
2806.5552N,8242.7798W
2806.5551N,8242.7794W
2806.555N,8242.7789W
2806.5549N,8242.7785W
2806.5548N,8242.7781W
2806.5547N,8242.7777W
2806.5545N,8242.7774W
2806.5543N,8242.777W
2806.5542N,8242.7766W
2806.554N,8242.7763W
2806.5539N,8242.7759W
2806.5537N,8242.7754W
2806.5536N,8242.775W
2806.5535N,8242.7746W
2806.5536N,8242.7742W
2806.5537N,8242.7738W
2806.5537N,8242.7733W
2806.5536N,8242.7728W
2806.5535N,8242.7723W
2806.5533N,8242.7719W
2806.5532N,8242.7715W
2806.553N,8242.7712W
2806.5529N,8242.7709W
2806.5528N,8242.7706W
2806.5526N,8242.7703W
2806.5525N,8242.77W
2806.5523N,8242.7697W
2806.5522N,8242.7695W
2806.552N,8242.7692W
2806.5518N,8242.7689W
2806.5517N,8242.7685W
2806.5515N,8242.7682W
2806.5513N,8242.7679W
2806.5512N,8242.7675W
2806.5511N,8242.7671W
2806.5509N,8242.7667W
2806.5508N,8242.7664W
2806.5507N,8242.7661W
2806.5506N,8242.7657W
2806.5504N,8242.7654W
2806.5503N,8242.765W
2806.5502N,8242.7647W
2806.55N,8242.7644W
2806.5499N,8242.764W
2806.5497N,8242.7637W
2806.5493N,8242.7634W
2806.5489N,8242.7631W
2806.5485N,8242.7629W
2806.5481N,8242.7626W
2806.5478N,8242.7622W
2806.5476N,8242.7618W
2806.5475N,8242.7615W
2806.5474N,8242.761W
2806.5473N,8242.7606W
2806.5472N,8242.7602W
2806.5471N,8242.7597W
2806.547N,8242.7592W
2806.5468N,8242.7587W
2806.5466N,8242.7583W
2806.5465N,8242.7578W
2806.5463N,8242.7573W
2806.5461N,8242.7569W
2806.5459N,8242.7564W
2806.5458N,8242.7559W
2806.5456N,8242.7555W
2806.5454N,8242.755W
2806.5452N,8242.7546W
2806.5451N,8242.7541W
2806.545N,8242.7537W
2806.5448N,8242.7532W
2806.5447N,8242.7528W
2806.5447N,8242.7524W
2806.5444N,8242.752W
2806.5443N,8242.7516W
2806.5441N,8242.7512W
2806.544N,8242.7507W
2806.5438N,8242.7502W
2806.5438N,8242.7497W
2806.5436N,8242.7492W
2806.5434N,8242.7486W
2806.5433N,8242.7482W
2806.5433N,8242.7477W
2806.5432N,8242.7472W
2806.5431N,8242.7468W
2806.5432N,8242.7464W
2806.5432N,8242.746W
2806.5431N,8242.7456W
2806.5429N,8242.7451W
2806.5429N,8242.7447W
2806.5428N,8242.7442W
2806.5427N,8242.7438W
2806.5426N,8242.7433W
2806.5425N,8242.7429W
2806.5424N,8242.7425W
2806.5422N,8242.742W
2806.5422N,8242.7416W
2806.5421N,8242.7411W
2806.542N,8242.7407W
2806.5419N,8242.7402W
2806.5418N,8242.7398W
2806.5417N,8242.7394W
2806.5415N,8242.739W
2806.5413N,8242.7385W
2806.5411N,8242.7381W
2806.5409N,8242.7376W
2806.5406N,8242.7372W
2806.5404N,8242.7368W
2806.5399N,8242.7363W
2806.5395N,8242.7358W
2806.5392N,8242.7353W
2806.5391N,8242.7348W
2806.5389N,8242.7344W
2806.5387N,8242.7339W
2806.5386N,8242.7334W
2806.5384N,8242.733W
2806.5383N,8242.7325W
2806.5381N,8242.7321W
2806.538N,8242.7317W
2806.5378N,8242.7313W
2806.5376N,8242.7308W
2806.5374N,8242.7304W
2806.5372N,8242.7299W
2806.537N,8242.7295W
2806.5368N,8242.729W
2806.5366N,8242.7286W
2806.5364N,8242.7282W
2806.5361N,8242.7278W
2806.5359N,8242.7274W
2806.5357N,8242.727W
2806.5354N,8242.7265W
2806.5352N,8242.726W
2806.5349N,8242.7255W
2806.5347N,8242.725W
2806.5344N,8242.7246W
2806.5341N,8242.7241W
2806.5339N,8242.7236W
2806.5337N,8242.7231W
2806.5335N,8242.7227W
2806.5332N,8242.7222W
2806.5331N,8242.7219W
2806.5331N,8242.7215W
2806.5329N,8242.721W
2806.5326N,8242.7207W
2806.5325N,8242.7202W
2806.5323N,8242.7198W
2806.5322N,8242.7194W
2806.532N,8242.719W
2806.5319N,8242.7186W
2806.5318N,8242.7182W
2806.5316N,8242.7178W
2806.5315N,8242.7174W
2806.5312N,8242.717W
2806.531N,8242.7165W
2806.5309N,8242.7162W
2806.5308N,8242.7158W
2806.5307N,8242.7153W
2806.5306N,8242.7149W
2806.5304N,8242.7146W
2806.5302N,8242.7142W
2806.5301N,8242.7137W
2806.5299N,8242.7134W
2806.5298N,8242.7131W
2806.5297N,8242.7127W
2806.5296N,8242.7123W
2806.5294N,8242.7119W
2806.5293N,8242.7115W
2806.5291N,8242.711W
2806.5289N,8242.7106W
2806.5287N,8242.7102W
2806.5281N,8242.7099W
2806.5279N,8242.7094W
2806.5277N,8242.7091W
2806.5276N,8242.7087W
2806.5274N,8242.7082W
2806.5272N,8242.7078W
2806.5271N,8242.7073W
2806.527N,8242.7069W
2806.5268N,8242.7064W
2806.5267N,8242.706W
2806.5266N,8242.7055W
2806.5265N,8242.705W
2806.5264N,8242.7046W
2806.5263N,8242.7042W
2806.5262N,8242.7038W
2806.5261N,8242.7034W
2806.526N,8242.703W
2806.526N,8242.7026W
2806.5259N,8242.7022W
2806.5259N,8242.7018W
2806.5258N,8242.7014W
2806.5258N,8242.701W
2806.5256N,8242.7006W
2806.5255N,8242.7002W
2806.5255N,8242.6998W
2806.5254N,8242.6993W
2806.5253N,8242.6989W
2806.5252N,8242.6986W
2806.5251N,8242.6982W
2806.5249N,8242.6977W
2806.5248N,8242.6973W
2806.5247N,8242.6972W
2806.5247N,8242.6968W
2806.5246N,8242.6963W
2806.5243N,8242.6958W
2806.5242N,8242.6954W
2806.5239N,8242.6951W
2806.5236N,8242.6948W
2806.5232N,8242.6946W
2806.5227N,8242.6946W
2806.5223N,8242.6945W
2806.5219N,8242.6943W
2806.5216N,8242.6942W
2806.5212N,8242.694W
2806.5208N,8242.6939W
2806.5204N,8242.6938W
2806.5201N,8242.6938W
2806.5197N,8242.6937W
2806.5193N,8242.6936W
2806.519N,8242.6936W
2806.5187N,8242.6935W
2806.5182N,8242.6934W
2806.5178N,8242.6933W
2806.5175N,8242.6933W
2806.5172N,8242.6931W
2806.5168N,8242.693W
2806.5166N,8242.693W
2806.5163N,8242.6929W
2806.516N,8242.6928W
2806.5156N,8242.6928W
2806.5154N,8242.6928W
2806.5151N,8242.6927W
2806.5147N,8242.6927W
2806.5144N,8242.6927W
2806.5141N,8242.6927W
2806.5136N,8242.6926W
2806.5133N,8242.6926W
2806.513N,8242.6925W
2806.5127N,8242.6924W
2806.5122N,8242.6922W
2806.5118N,8242.6921W
2806.5115N,8242.692W
2806.5111N,8242.6919W
2806.5108N,8242.6919W
2806.5104N,8242.6919W
2806.5101N,8242.6918W
2806.5097N,8242.6918W
2806.5093N,8242.6918W
2806.5089N,8242.6918W
2806.5085N,8242.6919W
2806.5082N,8242.6919W
2806.5079N,8242.692W
2806.5076N,8242.6921W
2806.5072N,8242.6921W
2806.5068N,8242.6921W
2806.5065N,8242.6922W
2806.5061N,8242.6923W
2806.5057N,8242.6923W
2806.5054N,8242.6924W
2806.505N,8242.6925W
2806.5047N,8242.6925W
2806.5043N,8242.6926W
2806.504N,8242.6926W
2806.5041N,8242.6928W
2806.504N,8242.6929W
2806.5039N,8242.693W
2806.5037N,8242.6931W
2806.5035N,8242.6931W
2806.5033N,8242.6932W
2806.503N,8242.6932W
2806.5026N,8242.6932W
2806.5023N,8242.6933W
2806.5019N,8242.6934W
2806.5015N,8242.6936W
2806.5011N,8242.6936W
2806.5008N,8242.6938W
2806.5004N,8242.6939W
2806.5N,8242.6939W
2806.4996N,8242.694W
2806.4991N,8242.6941W
2806.4987N,8242.6941W
2806.4983N,8242.6941W
2806.4979N,8242.6942W
2806.4975N,8242.6943W
2806.4971N,8242.6944W
2806.4966N,8242.6946W
2806.4962N,8242.6947W
2806.4958N,8242.6949W
2806.4953N,8242.6951W
2806.4948N,8242.6953W
2806.4943N,8242.6955W
2806.4938N,8242.6957W
2806.4932N,8242.6959W
2806.4927N,8242.6961W
2806.492N,8242.6964W
2806.4913N,8242.6966W
2806.4906N,8242.6969W
2806.4899N,8242.6972W
2806.4892N,8242.6974W
2806.4885N,8242.6977W
2806.4879N,8242.6979W
2806.4872N,8242.6982W
2806.4865N,8242.6984W
2806.4859N,8242.6987W
2806.4853N,8242.699W
2806.4847N,8242.6992W
2806.4841N,8242.6995W
2806.4834N,8242.6998W
2806.4828N,8242.7W
2806.4822N,8242.7003W
2806.4816N,8242.7005W
2806.4809N,8242.7008W
2806.4803N,8242.701W
2806.4797N,8242.7013W
2806.479O,8242.7016W
2806.4784N,8242.7018W
2806.4778N,8242.7021W
2806.4772N,8242.7024W
2806.4766N,8242.7027W
2806.476N,8242.7029W
2806.4754N,8242.7032W
2806.4749N,8242.7034W
2806.4743N,8242.7037W
2806.4738N,8242.7039W
2806.4733N,8242.7041W
2806.4728N,8242.7044W
2806.4722N,8242.7046W
2806.4717N,8242.7048W
2806.4712N,8242.705W
2806.4707N,8242.7051W
2806.4703N,8242.7053W
2806.4699N,8242.7055W
2806.4694N,8242.7058W
2806.469N,8242.7059W
2806.4686N,8242.7061W
2806.4681N,8242.7062W
2806.4677N,8242.7064W
2806.4672N,8242.7066W
2806.4667N,8242.7067W
2806.4664N,8242.7069W
2806.466N,8242.7071W
2806.4656N,8242.7072W
2806.4653N,8242.7073W
2806.465N,8242.7075W
2806.4646N,8242.7077W
2806.4643N,8242.7079W
2806.464N,8242.708W
2806.4636N,8242.7082W
2806.4633N,8242.7083W
2806.4629N,8242.7085W
2806.4626N,8242.7086W
2806.4622N,8242.7087W
2806.4619N,8242.7089W
2806.4616N,8242.709W
2806.4613N,8242.7092W
2806.461N,8242.7094W
2806.4609N,8242.7095W
2806.4607N,8242.7094W
2806.4604N,8242.7095W
2806.4602N,8242.7096W
2806.4599N,8242.7097W
2806.4596N,8242.7096W
2806.4594N,8242.7097W
2806.459N,8242.7097W
2806.4586N,8242.7098W
2806.4583N,8242.7098W
2806.458N,8242.7099W
2806.4576N,8242.71W
2806.4573N,8242.7101W
2806.4569N,8242.7102W
2806.4566N,8242.7103W
2806.4563N,8242.7104W
2806.4559N,8242.7105W
2806.4556N,8242.7106W
2806.4552N,8242.7107W
2806.4548N,8242.7109W
2806.4545N,8242.711W
2806.4541N,8242.7112W
2806.4538N,8242.7114W
2806.4534N,8242.7115W
2806.4531N,8242.7117W
2806.4528N,8242.7119W
2806.4524N,8242.712W
2806.4521N,8242.7121W
2806.4517N,8242.7122W
2806.4513N,8242.7123W
2806.451N,8242.7124W
2806.4507N,8242.7124W
2806.4506N,8242.7125W
2806.4503N,8242.7126W
2806.45N,8242.7126W
2806.4496N,8242.7127W
2806.4494N,8242.7127W
2806.449N,8242.7127W
2806.4487N,8242.7127W
2806.4484N,8242.7127W
2806.448N,8242.7127W
2806.4476N,8242.7127W
2806.4473N,8242.7127W
2806.4469N,8242.7127W
2806.4465N,8242.7128W
2806.4462N,8242.7129W
2806.4458N,8242.7129W
2806.4454N,8242.713W
2806.445N,8242.713W
2806.4446N,8242.713W
2806.4442N,8242.713W
2806.4438N,8242.713W
2806.4433N,8242.713W
2806.4429N,8242.7129W
2806.4424N,8242.7129W
2806.4419N,8242.7129W
2806.4414N,8242.7128W
2806.4409N,8242.7128W
2806.4404N,8242.7127W
2806.4399N,8242.7126W
2806.4393N,8242.7125W
2806.4387N,8242.7124W
2806.438N,8242.7122W
2806.4373N,8242.7121W
2806.4366N,8242.7119W
2806.4358N,8242.7117W
2806.4352N,8242.7115W
2806.4345N,8242.7114W
2806.4338N,8242.7112W
2806.4332N,8242.711W
2806.4327N,8242.7108W
2806.4321N,8242.7107W
2806.4315N,8242.7105W
2806.4309N,8242.7103W
2806.4303N,8242.7101W
2806.4297N,8242.7099W
2806.429N,8242.7097W
2806.4284N,8242.7095W
2806.4278N,8242.7092W
2806.4272N,8242.709W
2806.4266N,8242.7087W
2806.4261N,8242.7084W
2806.4255N,8242.7081W
2806.425N,8242.7077W
2806.4246N,8242.7074W
2806.4241N,8242.707W
2806.4236N,8242.7067W
2806.4231N,8242.7063W
2806.4226N,8242.7058W
2806.4222N,8242.7054W
2806.4217N,8242.705W
2806.4213N,8242.7045W
2806.4208N,8242.704W
2806.4204N,8242.7033W
2806.4198N,8242.7027W
2806.4193N,8242.7021W
2806.4189N,8242.7016W
2806.4186N,8242.701W
2806.4182N,8242.7005W
2806.4178N,8242.7W
2806.4174N,8242.6994W
2806.417N,8242.6989W
2806.4167N,8242.6984W
2806.4163N,8242.6979W
2806.4159N,8242.6974W
2806.4155N,8242.6969W
2806.4152N,8242.6964W
2806.4148N,8242.696W
2806.4145N,8242.6955W
2806.4142N,8242.6951W
2806.4138N,8242.6946W
2806.4135N,8242.6942W
2806.4132N,8242.6938W
2806.4129N,8242.6934W
2806.4127N,8242.693W
2806.4124N,8242.6927W
2806.4122N,8242.6924W
2806.4119N,8242.6921W
2806.4117N,8242.6919W
2806.4114N,8242.6916W
2806.4112N,8242.6914W
2806.4109N,8242.6911W
2806.4107N,8242.6908W
2806.4104N,8242.6906W
2806.4101N,8242.69W
2806.4098N,8242.6897W
2806.4095N,8242.6895W
2806.4095N,8242.6894W
2806.4094N,8242.6891W
2806.4092N,8242.689W
2806.4091N,8242.6888W
2806.409N,8242.6887W
2806.4089N,8242.6885W
2806.4088N,8242.6883W
2806.4086N,8242.6881W
2806.4086N,8242.6879W
2806.4085N,8242.6877W
2806.4084N,8242.6874W
2806.4084N,8242.6872W
2806.4083N,8242.6869W
2806.4082N,8242.6866W
2806.4081N,8242.6862W
2806.4081N,8242.6859W
2806.408N,8242.6855W
2806.4079N,8242.6852W
2806.4078N,8242.6849W
2806.4077N,8242.6846W
2806.4077N,8242.6842W
2806.4077N,8242.6838W
2806.4077N,8242.6833W
2806.4077N,8242.6828W
2806.4077N,8242.6823W
2806.4077N,8242.6819W
2806.4078N,8242.6814W
2806.4078N,8242.681W
2806.4078N,8242.6804W
2806.4078N,8242.68W
2806.408N,8242.6794W
2806.408N,8242.6789W
2806.4081N,8242.6785W
2806.4081N,8242.678W
2806.4082N,8242.6774W
2806.4083N,8242.677W
2806.4084N,8242.6766W
2806.4084N,8242.6762W
2806.4085N,8242.6758W
2806.4086N,8242.6754W
2806.4087N,8242.6751W
2806.4088N,8242.6747W
2806.409N,8242.6743W
2806.4092N,8242.6739W
2806.4094N,8242.6735W
2806.4096N,8242.6731W
2806.4098N,8242.6727W
2806.4099N,8242.6723W
2806.41N,8242.672W
2806.4102N,8242.6716W
2806.4103N,8242.6713W
2806.4103N,8242.671W
2806.4105N,8242.6707W
2806.4107N,8242.6704W
2806.4108N,8242.6701W
2806.411N,8242.6698W
2806.4112N,8242.6695W
2806.4114N,8242.6692W
2806.4116N,8242.6689W
2806.4121N,8242.6687W
2806.4124N,8242.6684W
2806.4127N,8242.6681W
2806.4129N,8242.6678W
2806.4131N,8242.6676W
2806.4135N,8242.6673W
2806.4137N,8242.667W
2806.4139N,8242.6667W
2806.4142N,8242.6664W
2806.4145N,8242.6661W
2806.4147N,8242.6658W
2806.4149N,8242.6656W
2806.4151N,8242.6654W
2806.4154N,8242.6651W
2806.4156N,8242.6648W
2806.4159N,8242.6645W
2806.4162N,8242.6642W
2806.4166N,8242.6639W
2806.4169N,8242.6636W
2806.4173N,8242.6633W
2806.4177N,8242.663W
2806.418N,8242.6627W
2806.4184N,8242.6624W
2806.4186N,8242.6622W
2806.419N,8242.6619W
2806.4193N,8242.6617W
2806.4196N,8242.6614W
2806.4199N,8242.6612W
2806.4202N,8242.661W
2806.4205N,8242.6607W
2806.4208N,8242.6605W
2806.4208N,8242.6604W
2806.421N,8242.66W
2806.4212N,8242.6597W
2806.4214N,8242.6595W
2806.4216N,8242.6592W
2806.4218N,8242.6589W
2806.422N,8242.6586W
2806.4223N,8242.6583W
2806.4227N,8242.658W
2806.4231N,8242.6578W
2806.4234N,8242.6576W
2806.4238N,8242.6574W
2806.4241N,8242.6572W
2806.4245N,8242.657W
2806.4248N,8242.6568W
2806.4252N,8242.6566W
2806.4255N,8242.6564W
2806.4258N,8242.6562W
2806.4261N,8242.656W
2806.4264N,8242.6557W
2806.4266N,8242.6555W
2806.4269N,8242.6553W
2806.4272N,8242.6551W
2806.4275N,8242.6549W
2806.4278N,8242.6546W
2806.4281N,8242.6544W
2806.4285N,8242.6542W
2806.4288N,8242.6539W
2806.4292N,8242.6537W
2806.4295N,8242.6535W
2806.4299N,8242.6532W
2806.4304N,8242.6525W
2806.4307N,8242.652W
2806.4311N,8242.6516W
2806.4317N,8242.6513W
2806.4321N,8242.6511W
2806.4325N,8242.6509W
2806.4329N,8242.6507W
2806.4333N,8242.6504W
2806.4336N,8242.6503W
2806.434N,8242.6501W
2806.4343N,8242.6499W
2806.4347N,8242.6497W
2806.4351N,8242.6495W
2806.4356N,8242.6494W
2806.436N,8242.6492W
2806.4364N,8242.6491W
2806.4368N,8242.6489W
2806.4371N,8242.6487W
2806.4375N,8242.6485W
2806.4379N,8242.6483W
2806.4383N,8242.6481W
2806.4387N,8242.6479W
2806.439N,8242.6477W
2806.4395N,8242.6476W
2806.4399N,8242.6474W
2806.4403N,8242.6471W
2806.4408N,8242.6469W
2806.4412N,8242.6467W
2806.4417N,8242.6464W
2806.4421N,8242.6461W
2806.4426N,8242.6458W
2806.4432N,8242.6453W
2806.4439N,8242.6448W
2806.4445N,8242.6444W
2806.4452N,8242.6443W
2806.4458N,8242.6441W
2806.4463N,8242.6437W
2806.4469N,8242.6435W
2806.4474N,8242.6431W
2806.448N,8242.6427W
2806.4485Nﾖﾘﾜ242.6424,W1
2806.4491N,8242.6421W
2806.4497N,8242.6417W
2806.4503N,8242.6413W
2806.4509N,8242.6409W
2806.4514N,8242.6406W
2806.452N,8242.6402W
2806.4526N,8242.6399W
2806.4531N,8242.6395W
2806.4537N,8242.6392W
2806.4542N,8242.6388W
2806.4547N,8242.6385W
2806.4553N,8242.6382W
2806.4558N,8242.6379W
2806.4563N,8242.6375W
2806.4568N,8242.6372W
2806.4573N,8242.6369W
2806.4578N,8242.6365W
2806.4582N,8242.6362W
2806.4587N,8242.6359W
2806.4592N,8242.6355W
2806.4597N,8242.6352W
2806.4602N,8242.6349W
2806.4607N,8242.6347W
2806.4612N,8242.6344W
2806.4616N,8242.6341W
2806.4621N,8242.6338W
2806.4625N,8242.6335W
2806.4628N,8242.6333W
2806.4632N,8242.633W
2806.4636N,8242.6327W
2806.464N,8242.6325W
2806.4643N,8242.6322W
2806.4647N,8242.6321W
2806.4651N,8242.632W
2806.4654N,8242.6318W
2806.4657N,8242.6316W
2806.466N,8242.6316W
2806.4663N,8242.6314W
2806.4666N,8242.6314W
2806.4669N,8242.6313W
2806.4672N,8242.6311W
2806.4675N,8242.6309W
2806.4678N,8242.6308W
2806.4681N,8242.6306W
2806.4684N,8242.6305W
2806.4687N,8242.6303W
2806.4691N,8242.6302W
2806.4694N,8242.63W
2806.4697N,8242.6298W
2806.4701N,8242.6297W
2806.4704N,8242.6295W
2806.4708N,8242.6294W
2806.4716N,8242.6294W
2806.472N,8242.6292W
2806.4723N,8242.629W
2806.4726N,8242.6288W
2806.4732N,8242.6288W
2806.4735N,8242.6287W
2806.4739N,8242.6285W
2806.4743N,8242.6283W
2806.4746N,8242.6282W
2806.4749N,8242.6281W
2806.4752N,8242.6279W
2806.4755N,8242.6278W
2806.4757N,8242.6276W
