latitude,longitude
2806.5185N,8242.3733W
2806.5183N,8242.3733W
2806.5182N,8242.3733W
2806.5181N,8242.3734W
2806.5181N,8242.3735W
2806.518N,8242.3735W
2806.5179N,8242.3736W
2806.5179N,8242.3736W
2806.5179N,8242.3736W
2806.5177N,8242.3737W
2806.5175N,8242.3737W
2806.5173N,8242.3738W
2806.5172N,8242.374W
2806.5171N,8242.3741W
2806.517N,8242.3741W
2806.5169N,8242.3741W
2806.5168N,8242.3742W
2806.5166N,8242.3742W
2806.5165N,8242.3743W
2806.5164N,8242.3743W
2806.5163N,8242.3743W
2806.5162N,8242.3744W
2806.5163N,8242.3742W
2806.5163N,8242.3742W
2806.5162N,8242.3742W
2806.5161N,8242.3741W
2806.516N,8242.374W
2806.5158N,8242.374W
2806.5157N,8242.374W
2806.5155N,8242.374W
2806.5154N,8242.374W
2806.5152N,8242.374W
2806.515N,8242.3741W
2806.5147N,8242.374W
2806.5146N,8242.3741W
2806.5145N,8242.374W
2806.5144N,8242.374W
2806.5144N,8242.3739W
2806.5143N,8242.3739W
2806.5142N,8242.374W
2806.5142N,8242.374W
2806.5141N,8242.374W
2806.5139N,8242.374W
2806.5138N,8242.374W
2806.5136N,8242.3739W
2806.5135N,8242.374W
2806.5134N,8242.374W
2806.5132N,8242.374W
2806.5131N,8242.3739W
2806.5129N,8242.3739W
2806.5129N,8242.3739W
2806.5128N,8242.3739W
2806.5127N,8242.3739W
2806.5125N,8242.3739W
2806.5123N,8242.3739W
2806.5121N,8242.3739W
2806.5119N,8242.3739W
2806.5118N,8242.374W
2806.5117N,8242.3741W
2806.5115N,8242.3741W
2806.5113N,8242.3741W
2806.5112N,8242.3742W
2806.5111N,8242.3743W
2806.511N,8242.3744W
2806.5108N,8242.3744W
2806.5104N,8242.3746W
2806.5102N,8242.3747W
2806.51N,8242.3748W
2806.5099N,8242.3749W
2806.5096N,8242.3749W
2806.5094N,8242.375W
2806.5094N,8242.375W
2806.5093N,8242.375W
2806.5092N,8242.3749W
2806.5091N,8242.3749W
2806.5089N,8242.3748W
2806.5088N,8242.3748W
2806.5086N,8242.3748W
2806.5085N,8242.3749W
2806.5084N,8242.375W
2806.5084N,8242.3751W
2806.5084N,8242.3752W
2806.5083N,8242.3754W
2806.5083N,8242.3754W
2806.5082N,8242.3755W
2806.508N,8242.3755W
2806.5079N,8242.3755W
2806.5078N,8242.3754W
2806.5077N,8242.3754W
2806.5076N,8242.3754W
2806.5075N,8242.3755W
2806.5075N,8242.3755W
2806.5074N,8242.3755W
2806.5073N,8242.3755W
2806.5071N,8242.3756W
2806.507N,8242.3756W
2806.5068N,8242.3756W
2806.5069N,8242.3756W
2806.5068N,8242.3757W
2806.5068N,8242.3757W
2806.5067N,8242.3757W
2806.5065N,8242.3758W
2806.5063N,8242.3758W
2806.5062N,8242.3758W
2806.5061N,8242.3759W
2806.506N,8242.376W
2806.5058N,8242.3761W
2806.5057N,8242.3762W
2806.5055N,8242.3762W
2806.5054N,8242.3764W
2806.5053N,8242.3766W
2806.505N,8242.3766W
2806.5047N,8242.3767W
2806.5045N,8242.3767W
2806.5043N,8242.3767W
2806.5041N,8242.3767W
2806.5039N,8242.3768W
2806.5038N,8242.3768W
2806.5036N,8242.3768W
2806.5034N,8242.3768W
2806.5032N,8242.3769W
2806.503N,8242.3768W
2806.5028N,8242.3769W
2806.5026N,8242.3769W
2806.5024N,8242.3769W
2806.5022N,8242.3769W
2806.5021N,8242.3769W
2806.5019N,8242.377W
2806.5017N,8242.3769W
2806.5014N,8242.3769W
2806.5012N,8242.377W
2806.501N,8242.3771W
2806.5008N,8242.3771W
2806.5005N,8242.3772W
2806.5003N,8242.3772W
2806.5N,8242.3772W
2806.4998N,8242.3771W
2806.4995N,8242.3771W
2806.4992N,8242.3771W
2806.4989N,8242.3771W
2806.4986N,8242.3771W
2806.4985N,8242.3772W
2806.4983N,8242.3772W
2806.4982N,8242.3774W
2806.498N,8242.3775W
2806.4978N,8242.3776W
2806.4977N,8242.3777W
2806.4976N,8242.3778W
2806.4974N,8242.3778W
2806.4973N,8242.3779W
2806.4972N,8242.3779W
2806.4971N,8242.378W
2806.497N,8242.378W
2806.4969N,8242.3781W
2806.4968N,8242.3781W
2806.4967N,8242.3781W
2806.4966N,8242.3781W
2806.4964N,8242.3782W
2806.4963N,8242.3782W
2806.4962N,8242.3782W
2806.4963N,8242.3785W
2806.4962N,8242.3786W
2806.496N,8242.3785W
2806.4958N,8242.3785W
2806.4957N,8242.3784W
2806.4955N,8242.3784W
2806.4953N,8242.3783W
2806.4951N,8242.3782W
2806.4949N,8242.3781W
2806.4947N,8242.378W
2806.4947N,8242.3781W
2806.4946N,8242.3782W
2806.4946N,8242.3783W
2806.4945N,8242.3783W
2806.4944N,8242.3784W
2806.4943N,8242.3785W
2806.4942N,8242.3785W
2806.494N,8242.3785W
2806.4939N,8242.3786W
2806.4937N,8242.3786W
2806.4935N,8242.3787W
2806.4934N,8242.3786W
2806.4933N,8242.3786W
2806.4931N,8242.3786W
2806.493N,8242.3786W
2806.4929N,8242.3785W
2806.4928N,8242.3785W
2806.4927N,8242.3784W
2806.4925N,8242.3784W
2806.4924N,8242.3785W
2806.4923N,8242.3785W
2806.4922N,8242.3785W
2806.492N,8242.3785W
2806.4919N,8242.3786W
2806.4918N,8242.3786W
2806.4917N,8242.3787W
2806.4916N,8242.3787W
2806.4915N,8242.3788W
2806.4914N,8242.3788W
2806.4913N,8242.3787W
2806.4911N,8242.3787W
2806.4909N,8242.3788W
2806.4908N,8242.3788W
2806.4906N,8242.3788W
2806.4905N,8242.3788W
2806.4904N,8242.3788W
2806.4902N,8242.3789W
2806.4901N,8242.3789W
2806.49N,8242.3789W
2806.4899N,8242.3789W
2806.4898N,8242.379W
2806.4896N,8242.379W
2806.4894N,8242.379W
2806.4893N,8242.379W
2806.4891N,8242.3789W
2806.489N,8242.3789W
2806.4888N,8242.3789W
2806.4887N,8242.3789W
2806.4885N,8242.3789W
2806.4884N,8242.3789W
2806.4882N,8242.3788W
2806.4881N,8242.3788W
2806.4879N,8242.3788W
2806.4877N,8242.3788W
2806.4875N,8242.3789W
2806.4873N,8242.3788W
2806.4872N,8242.3788W
2806.487N,8242.3788W
2806.4869N,8242.3789W
2806.4868N,8242.3789W
2806.4866N,8242.3789W
2806.4865N,8242.3789W
2806.4863N,8242.379W
2806.4862N,8242.379W
2806.486N,8242.3791W
2806.4859N,8242.3792W
2806.4857N,8242.3792W
2806.4856N,8242.3793W
2806.4855N,8242.3794W
2806.4854N,8242.3794W
2806.4853N,8242.3794W
2806.4851N,8242.3795W
2806.485N,8242.3795W
2806.4849N,8242.3796W
2806.4848N,8242.3797W
2806.4846N,8242.3797W
2806.4843N,8242.3797W
2806.4842N,8242.3797W
2806.4841N,8242.3797W
2806.4839N,8242.3797W
2806.4837N,8242.3797W
2806.4836N,8242.3797W
2806.4835N,8242.3798W
2806.4834N,8242.3798W
2806.4833N,8242.3798W
2806.4832N,8242.3798W
2806.4831N,8242.3798W
2806.4829N,8242.3798W
2806.4828N,8242.3799W
2806.4826N,8242.3799W
2806.4825N,8242.3799W
2806.4824N,8242.3799W
2806.4823N,8242.3799W
2806.4822N,8242.3799W
2806.4819N,8242.3799W
2806.4817N,8242.3798W
2806.4815N,8242.3798W
2806.4814N,8242.3797W
2806.4812N,8242.3797W
2806.481N,8242.3798W
2806.4809N,8242.3798W
2806.4807N,8242.3799W
2806.4806N,8242.3799W
2806.4804N,8242.3799W
2806.4802N,8242.3799W
2806.4801N,8242.3799W
2806.4801N,8242.3799W
2806.4799N,8242.38W
2806.4798N,8242.38W
2806.4796N,8242.38W
2806.4797N,8242.3798W
2806.4797N,8242.3797W
2806.4796N,8242.3797W
2806.4794N,8242.3798W
2806.4791N,8242.3799W
2806.4789N,8242.38W
2806.4787N,8242.3801W
2806.4785N,8242.3802W
2806.4784N,8242.3803W
2806.4784N,8242.3803W
2806.4784N,8242.3803W
2806.4783N,8242.3804W
2806.4782N,8242.3804W
2806.4782N,8242.3804W
2806.4781N,8242.3804W
2806.478N,8242.3805W
2806.4779N,8242.3805W
2806.4778N,8242.3805W
2806.4778N,8242.3806W
2806.4776N,8242.3806W
2806.4775N,8242.3807W
2806.4774N,8242.3808W
2806.4774N,8242.3809W
2806.4772N,8242.3809W
2806.4772N,8242.3809W
2806.4771N,8242.3809W
2806.477N,8242.3809W
2806.4769N,8242.381W
2806.4769N,8242.381W
2806.4768N,8242.381W
2806.4768N,8242.3811W
2806.4766N,8242.381W
2806.4765N,8242.381W
2806.4764N,8242.381W
2806.4764N,8242.381W
2806.4763N,8242.3811W
2806.4762N,8242.3812W
2806.4761N,8242.3812W
2806.476N,8242.3812W
2806.4759N,8242.3812W
2806.4758N,8242.3813W
2806.4758N,8242.3814W
2806.4757N,8242.3815W
2806.4756N,8242.3816W
2806.4755N,8242.3816W
2806.4754N,8242.3817W
2806.4753N,8242.3818W
2806.4751N,8242.3818W
2806.4749N,8242.3819W
2806.4747N,8242.3819W
2806.4746N,8242.3819W
2806.4745N,8242.382W
2806.4744N,8242.382W
2806.4744N,8242.3821W
2806.4742N,8242.3821W
2806.4741N,8242.3821W
2806.474N,8242.3821W
2806.4739N,8242.3821W
2806.4738N,8242.3822W
2806.4737N,8242.3822W
2806.4735N,8242.3822W
2806.4733N,8242.3822W
2806.4731N,8242.3822W
2806.473N,8242.3822W
2806.4729N,8242.3823W
2806.4724N,8242.3825W
2806.4722N,8242.3827W
2806.4719N,8242.3828W
2806.4716N,8242.3829W
2806.4716N,8242.383W
2806.4716N,8242.3833W
2806.4716N,8242.3835W
2806.4715N,8242.3835W
2806.4714N,8242.3835W
2806.4713N,8242.3835W
2806.4711N,8242.3835W
2806.4708N,8242.3836W
2806.4706N,8242.3835W
2806.4704N,8242.3835W
2806.4702N,8242.3836W
2806.4701N,8242.3836W
2806.4699N,8242.3837W
2806.4698N,8242.3837W
2806.4697N,8242.3837W
2806.4697N,8242.3837W
2806.4696N,8242.3836W
2806.4695N,8242.3836W
2806.4694N,8242.3836W
2806.4693N,8242.3835W
2806.4692N,8242.3835W
2806.469N,8242.3835W
2806.4688N,8242.3835W
2806.4686N,8242.3836W
2806.4685N,8242.3837W
2806.4684N,8242.3837W
2806.4683N,8242.3837W
2806.4683N,8242.3837W
2806.4682N,8242.3837W
2806.4681N,8242.3838W
2806.4679N,8242.3838W
2806.4678N,8242.3838W
2806.4677N,8242.3838W
2806.4675N,8242.3838W
2806.4674N,8242.3838W
2806.4673N,8242.3838W
2806.4671N,8242.3839W
2806.4669N,8242.3839W
2806.4668N,8242.3839W
2806.4668N,8242.384W
2806.4666N,8242.384W
2806.4665N,8242.384W
2806.4664N,8242.384W
2806.4662N,8242.384W
2806.4661N,8242.384W
2806.466N,8242.384W
2806.4658N,8242.384W
2806.4658N,8242.3839W
2806.4656N,8242.3839W
2806.4655N,8242.3838W
2806.4652N,8242.3838W
2806.465N,8242.3838W
2806.4648N,8242.3837W
2806.4647N,8242.3836W
2806.4645N,8242.3836W
2806.4643N,8242.3835W
2806.4641N,8242.3835W
2806.464N,8242.3834W
2806.4638N,8242.3834W
2806.4637N,8242.3834W
2806.4635N,8242.3834W
2806.4633N,8242.3833W
2806.4632N,8242.3833W
2806.4631N,8242.3833W
2806.4629N,8242.3833W
2806.4627N,8242.3833W
2806.4625N,8242.3832W
2806.4623N,8242.3832W
2806.4621N,8242.3832W
2806.462N,8242.3832W
2806.4618N,8242.3832W
2806.4617N,8242.3831W
2806.4615N,8242.3831W
2806.4614N,8242.3832W
2806.4613N,8242.3832W
2806.4612N,8242.3832W
2806.461N,8242.3833W
2806.4609N,8242.3833W
2806.4608N,8242.3833W
2806.4606N,8242.3834W
2806.4605N,8242.3834W
2806.4604N,8242.3834W
2806.4602N,8242.3835W
2806.4601N,8242.3835W
2806.4599N,8242.3836W
2806.4598N,8242.3838W
2806.4597N,8242.3838W
2806.4595N,8242.3838W
2806.4593N,8242.3838W
2806.459N,8242.3838W
2806.4588N,8242.3838W
2806.4586N,8242.3839W
2806.4584N,8242.3838W
2806.4582N,8242.3838W
2806.4581N,8242.3838W
2806.458N,8242.3839W
2806.4579N,8242.384W
2806.4577N,8242.384W
2806.4575N,8242.384W
2806.4574N,8242.3841W
2806.4572N,8242.3841W
2806.4571N,8242.3842W
2806.4569N,8242.3842W
2806.4568N,8242.3842W
2806.4567N,8242.3843W
2806.4566N,8242.3843W
2806.4564N,8242.3843W
2806.4562N,8242.3843W
2806.456N,8242.3843W
2806.4559N,8242.3843W
2806.4557N,8242.3843W
2806.4556N,8242.3844W
2806.4555N,8242.3844W
2806.4553N,8242.3845W
2806.4552N,8242.3845W
2806.4551N,8242.3847W
2806.455N,8242.3847W
2806.4549N,8242.3848W
2806.4547N,8242.3848W
2806.4545N,8242.3848W
2806.4544N,8242.3848W
2806.4542N,8242.3848W
2806.4541N,8242.3848W
2806.454N,8242.3849W
2806.4539N,8242.3848W
2806.4536N,8242.3847W
2806.4535N,8242.3847W
2806.4534N,8242.3847W
2806.4533N,8242.3847W
2806.4532N,8242.3848W
2806.4531N,8242.3848W
2806.453N,8242.3848W
2806.4529N,8242.3848W
2806.4527N,8242.3848W
2806.4526N,8242.3848W
2806.4524N,8242.3848W
2806.4522N,8242.3848W
2806.4521N,8242.3848W
2806.452N,8242.3848W
2806.4518N,8242.3848W
2806.4516N,8242.3849W
2806.4515N,8242.3849W
2806.4513N,8242.385W
2806.4512N,8242.3851W
2806.4511N,8242.3851W
2806.4509N,8242.3851W
2806.4508N,8242.3852W
2806.4506N,8242.3852W
2806.4505N,8242.3853W
2806.4504N,8242.3853W
2806.4503N,8242.3853W
2806.4501N,8242.3853W
2806.4498N,8242.3854W
2806.4496N,8242.3854W
2806.4494N,8242.3853W
2806.4492N,8242.3853W
2806.449N,8242.3853W
2806.4489N,8242.3852W
2806.4488N,8242.3851W
2806.4486N,8242.3851W
2806.4484N,8242.3851W
2806.4483N,8242.3851W
2806.4481N,8242.385W
2806.4479N,8242.3849W
2806.4478N,8242.385W
2806.4476N,8242.385W
2806.4475N,8242.385W
2806.4474N,8242.385W
2806.4473N,8242.3851W
2806.4472N,8242.385W
2806.447N,8242.385W
2806.4469N,8242.385W
2806.4468N,8242.385W
2806.4467N,8242.385W
2806.4466N,8242.3851W
2806.4464N,8242.3851W
2806.4463N,8242.3852W
2806.4461N,8242.3853W
2806.446N,8242.3853W
2806.4458N,8242.3853W
2806.4457N,8242.3853W
2806.4457N,8242.3853W
2806.4458N,8242.3854W
2806.4458N,8242.3855W
2806.4457N,8242.3856W
2806.4456N,8242.3857W
2806.4454N,8242.3857W
2806.4453N,8242.3857W
2806.4452N,8242.3857W
2806.4451N,8242.3858W
2806.445N,8242.3858W
2806.445N,8242.3859W
2806.4449N,8242.3859W
2806.4449N,8242.3859W
2806.4448N,8242.3859W
2806.4446N,8242.3858W
2806.4445N,8242.3858W
2806.4444N,8242.3858W
2806.4442N,8242.3859W
2806.4441N,8242.3859W
2806.4439N,8242.3859W
2806.4438N,8242.3859W
2806.4437N,8242.386W
2806.4436N,8242.3861W
2806.4434N,8242.3861W
2806.4433N,8242.3861W
2806.4431N,8242.3861W
2806.443N,8242.3861W
2806.4429N,8242.3861W
2806.4427N,8242.386W
2806.4427N,8242.386W
2806.4426N,8242.3861W
2806.4425N,8242.386W
2806.4424N,8242.386W
2806.4424N,8242.3859W
2806.4422N,8242.3859W
2806.4421N,8242.386W
2806.442N,8242.386W
2806.4418N,8242.3861W
2806.4418N,8242.3862W
2806.4416N,8242.3862W
2806.4415N,8242.3862W
2806.4413N,8242.3862W
2806.4411N,8242.3862W
2806.4409N,8242.3861W
2806.4407N,8242.3861W
2806.4405N,8242.3861W
2806.4404N,8242.3861W
2806.4403N,8242.3862W
2806.4403N,8242.3862W
2806.4401N,8242.3862W
2806.44N,8242.3862W
2806.44N,8242.3862W
2806.4399N,8242.3862W
2806.4398N,8242.3862W
2806.4397N,8242.3862W
2806.4395N,8242.3862W
2806.4395N,8242.3862W
2806.4394N,8242.3862W
2806.4393N,8242.3862W
2806.4392N,8242.3862W
2806.439N,8242.3863W
2806.4389N,8242.3864W
2806.4388N,8242.3864W
2806.4387N,8242.3864W
2806.4386N,8242.3865W
2806.4385N,8242.3866W
2806.4384N,8242.3866W
2806.4382N,8242.3867W
2806.4381N,8242.3867W
2806.438N,8242.3868W
2806.4379N,8242.387W
2806.4378N,8242.3872W
2806.4376N,8242.3873W
2806.4375N,8242.3874W
2806.4374N,8242.3875W
2806.4373N,8242.3876W
2806.4372N,8242.3876W
2806.4372N,8242.3878W
2806.4371N,8242.388W
2806.4369N,8242.3882W
2806.4368N,8242.3884W
2806.4366N,8242.3885W
2806.4363N,8242.3885W
2806.4361N,8242.3885W
2806.436N,8242.3885W
2806.4358N,8242.3885W
2806.4356N,8242.3884W
2806.4354N,8242.3884W
2806.4353N,8242.3885W
2806.4351N,8242.3884W
2806.4349N,8242.3885W
2806.4348N,8242.3885W
2806.4345N,8242.3885W
2806.4343N,8242.3885W
2806.4341N,8242.3886W
2806.4339N,8242.3886W
2806.4337N,8242.3886W
2806.4336N,8242.3887W
2806.4334N,8242.3888W
2806.4332N,8242.3888W
2806.433N,8242.3888W
2806.4327N,8242.3888W
2806.4324N,8242.3889W
2806.4323N,8242.389W
2806.4321N,8242.389W
2806.4319N,8242.3889W
2806.4316N,8242.3889W
2806.4315N,8242.3889W
2806.4313N,8242.3889W
2806.4311N,8242.3889W
2806.4309N,8242.3888W
2806.4308N,8242.3888W
2806.4307N,8242.3888W
2806.4305N,8242.3888W
2806.4303N,8242.3887W
2806.4302N,8242.3887W
2806.43N,8242.3887W
2806.4297N,8242.3887W
2806.4295N,8242.3886W
2806.4293N,8242.3886W
2806.4291N,8242.3886W
2806.4288N,8242.3886W
2806.4286N,8242.3886W
2806.4283N,8242.3886W
2806.4281N,8242.3886W
2806.4279N,8242.3886W
2806.4277N,8242.3886W
2806.4276N,8242.3886W
2806.4274N,8242.3887W
2806.4272N,8242.3886W
2806.4271N,8242.3886W
2806.4269N,8242.3886W
2806.4265N,8242.3886W
2806.4261N,8242.3886W
2806.4259N,8242.3887W
2806.4256N,8242.3887W
2806.4253N,8242.3887W
2806.425N,8242.3888W
2806.4247N,8242.3888W
2806.4245N,8242.3888W
2806.4243N,8242.3888W
2806.4241N,8242.3888W
2806.4239N,8242.3888W
2806.4237N,8242.3888W
2806.4234N,8242.3888W
2806.4233N,8242.3888W
2806.4231N,8242.3888W
2806.4229N,8242.3888W
2806.4227N,8242.3888W
2806.4225N,8242.3888W
2806.4223N,8242.3888W
2806.4222N,8242.3888W
2806.422N,8242.3889W
2806.4219N,8242.3889W
2806.4217N,8242.3889W
2806.4216N,8242.3889W
2806.4215N,8242.389W
2806.4213N,8242.389W
2806.4211N,8242.389W
2806.4208N,8242.389W
2806.4206N,8242.389W
2806.4205N,8242.389W
2806.4203N,8242.3889W
2806.4201N,8242.3887W
2806.42N,8242.3887W
2806.4198N,8242.3888W
2806.4195N,8242.3887W
2806.4192N,8242.3885W
2806.419N,8242.3884W
2806.4187N,8242.3882W
2806.4184N,8242.3882W
2806.4182N,8242.3882W
2806.418N,8242.3882W
2806.4178N,8242.3881W
2806.4177N,8242.3881W
2806.4175N,8242.3881W
2806.4173N,8242.3881W
2806.4172N,8242.3881W
2806.4171N,8242.3882W
2806.417N,8242.3883W
2806.4169N,8242.3883W
2806.4168N,8242.3884W
2806.4167N,8242.3884W
2806.4165N,8242.3884W
2806.4163N,8242.3884W
2806.4162N,8242.3885W
2806.4161N,8242.3885W
2806.4159N,8242.3886W
2806.4158N,8242.3887W
2806.4157N,8242.3887W
2806.4156N,8242.3887W
2806.4154N,8242.3887W
2806.4152N,8242.3888W
2806.415N,8242.3888W
2806.4148N,8242.389W
2806.4145N,8242.389W
2806.4143N,8242.3889W
2806.4141N,8242.389W
2806.4139N,8242.389W
2806.4138N,8242.389W
2806.4138N,8242.3893W
2806.4138N,8242.3895W
2806.4139N,8242.39W
2806.4139N,8242.3904W
2806.4139N,8242.3907W
2806.4137N,8242.3908W
2806.4135N,8242.3908W
2806.4133N,8242.3909W
2806.4132N,8242.3909W
2806.413N,8242.391W
2806.4128N,8242.391W
2806.4127N,8242.3911W
2806.4125N,8242.3911W
2806.4123N,8242.3912W
2806.4122N,8242.3912W
2806.4121N,8242.3912W
2806.412N,8242.3912W
2806.4119N,8242.3912W
2806.4117N,8242.3912W
2806.4116N,8242.3912W
2806.4116N,8242.3912W
2806.4115N,8242.3913W
2806.4113N,8242.3913W
2806.4112N,8242.3913W
2806.411N,8242.3913W
2806.4107N,8242.3913W
2806.4107N,8242.3913W
2806.4105N,8242.3914W
2806.4103N,8242.3914W
2806.4102N,8242.3914W
2806.4101N,8242.3914W
2806.41N,8242.3915W
2806.4099N,8242.3915W
2806.4098N,8242.3915W
2806.4097N,8242.3915W
2806.4097N,8242.3916W
2806.4096N,8242.3915W
2806.4095N,8242.3915W
2806.4094N,8242.3915W
2806.4093N,8242.3915W
2806.4092N,8242.3915W
2806.409N,8242.3915W
2806.4089N,8242.3915W
2806.4088N,8242.3915W
2806.4086N,8242.3915W
2806.4086N,8242.3915W
2806.4084N,8242.3915W
2806.4083N,8242.3915W
2806.4082N,8242.3915W
2806.408N,8242.3915W
2806.4079N,8242.3915W
2806.4077N,8242.3915W
2806.4076N,8242.3914W
2806.4075N,8242.3914W
2806.4074N,8242.3913W
2806.4073N,8242.3913W
2806.4072N,8242.3913W
2806.4069N,8242.3913W
2806.4067N,8242.3912W
2806.4066N,8242.3912W
2806.4065N,8242.3912W
2806.4063N,8242.3913W
2806.4062N,8242.3914W
2806.406N,8242.3915W
2806.406N,8242.3915W
2806.4058N,8242.3915W
2806.4057N,8242.3915W
2806.4055N,8242.3915W
2806.4052N,8242.3915W
2806.405N,8242.3915W
2806.4048N,8242.3915W
2806.4046N,8242.3915W
2806.4044N,8242.3914W
2806.4042N,8242.3913W
2806.404N,8242.3913W
2806.4038N,8242.3913W
2806.4036N,8242.3914W
2806.4034N,8242.3914W
2806.4032N,8242.3914W
2806.403N,8242.3914W
2806.4028N,8242.3914W
2806.4027N,8242.3914W
2806.4025N,8242.3914W
2806.4024N,8242.3914W
2806.4022N,8242.3914W
2806.4022N,8242.3914W
2806.4021N,8242.3914W
2806.4021N,8242.3913W
2806.4021N,8242.3913W
2806.4019N,8242.3914W
2806.4017N,8242.3914W
2806.4016N,8242.3914W
2806.4015N,8242.3914W
2806.4013N,8242.3915W
2806.4012N,8242.3915W
2806.4012N,8242.3916W
2806.4011N,8242.3917W
2806.4011N,8242.3918W
2806.401N,8242.3919W
2806.4009N,8242.3919W
2806.4008N,8242.392W
2806.4007N,8242.392W
2806.4006N,8242.392W
2806.4005N,8242.392W
2806.4003N,8242.3921W
2806.4002N,8242.3921W
2806.4002N,8242.3922W
2806.4001N,8242.3922W
2806.4N,8242.3922W
2806.3999N,8242.3922W
2806.3998N,8242.3922W
2806.3997N,8242.3923W
2806.3995N,8242.3923W
2806.3994N,8242.3924W
2806.3993N,8242.3924W
2806.3992N,8242.3924W
2806.3991N,8242.3924W
2806.399N,8242.3923W
2806.3988N,8242.3924W
2806.3987N,8242.3926W
2806.3985N,8242.3927W
2806.3984N,8242.3928W
2806.3984N,8242.3929W
2806.3982N,8242.393W
2806.3982N,8242.393W
2806.3981N,8242.3929W
2806.3979N,8242.3929W
2806.3978N,8242.3927W
2806.3976N,8242.3926W
2806.3974N,8242.3925W
2806.3973N,8242.3924W
2806.3971N,8242.3923W
2806.3969N,8242.3923W
2806.3968N,8242.3923W
2806.3966N,8242.3923W
2806.3965N,8242.3923W
2806.3963N,8242.3924W
2806.3963N,8242.3926W
2806.3962N,8242.3927W
2806.3961N,8242.3928W
2806.3961N,8242.3928W
2806.396N,8242.3929W
2806.3958N,8242.3929W
2806.3957N,8242.3929W
2806.3955N,8242.393W
2806.3955N,8242.3931W
2806.3954N,8242.3932W
2806.3954N,8242.3932W
2806.3952N,8242.3933W
2806.3951N,8242.3933W
2806.395N,8242.3934W
2806.3948N,8242.3934W
2806.3946N,8242.3933W
2806.3944N,8242.3933W
2806.3942N,8242.3932W
2806.394N,8242.3932W
2806.3938N,8242.3932W
2806.3936N,8242.3932W
2806.3934N,8242.3932W
2806.3932N,8242.3931W
2806.393N,8242.3931W
2806.3929N,8242.393W
2806.3927N,8242.393W
2806.3925N,8242.393W
2806.3922N,8242.3929W
2806.392N,8242.3928W
2806.3918N,8242.3928W
2806.3916N,8242.3928W
2806.3914N,8242.3927W
2806.3912N,8242.3927W
2806.391N,8242.3927W
2806.3909N,8242.3926W
2806.3907N,8242.3926W
2806.3905N,8242.3925W
2806.3903N,8242.3925W
2806.3901N,8242.3924W
2806.3899N,8242.3924W
2806.3898N,8242.3924W
2806.3897N,8242.3924W
2806.3895N,8242.3924W
2806.3893N,8242.3923W
2806.3891N,8242.3922W
2806.389N,8242.3922W
2806.3888N,8242.3921W
2806.3886N,8242.392W
2806.3884N,8242.392W
2806.3882N,8242.392W
2806.3881N,8242.3919W
2806.3879N,8242.3919W
2806.3877N,8242.3918W
2806.3875N,8242.3918W
2806.3874N,8242.3917W
2806.3872N,8242.3917W
2806.3871N,8242.3916W
2806.3868N,8242.3915W
2806.3867N,8242.3915W
2806.3865N,8242.3915W
2806.3863N,8242.3915W
2806.3861N,8242.3915W
2806.3859N,8242.3914W
2806.3856N,8242.3913W
2806.3855N,8242.3913W
2806.3854N,8242.3912W
2806.3852N,8242.3912W
2806.3851N,8242.3912W
2806.3849N,8242.3911W
2806.3848N,8242.3911W
2806.3847N,8242.3911W
2806.3846N,8242.3911W
2806.3844N,8242.391W
2806.3843N,8242.391W
2806.3843N,8242.391W
2806.3843N,8242.3911W
2806.3843N,8242.3911W
2806.3842N,8242.3912W
2806.3841N,8242.3912W
2806.3841N,8242.3912W
2806.384N,8242.3912W
2806.3839N,8242.3913W
2806.3838N,8242.3914W
2806.3837N,8242.3914W
2806.3836N,8242.3914W
2806.3836N,8242.3915W
2806.3835N,8242.3915W
2806.3835N,8242.3915W
2806.3834N,8242.3915W
2806.3832N,8242.3915W
2806.3831N,8242.3915W
2806.3829N,8242.3915W
2806.3827N,8242.3915W
2806.3826N,8242.3915W
2806.3826N,8242.3914W
2806.3824N,8242.3913W
2806.3823N,8242.3913W
2806.3821N,8242.3912W
2806.382N,8242.3912W
2806.3819N,8242.3912W
2806.3819N,8242.3912W
2806.3818N,8242.3912W
2806.3817N,8242.3912W
2806.3816N,8242.3912W
2806.3815N,8242.3912W
2806.3814N,8242.3912W
2806.3813N,8242.3912W
2806.3811N,8242.3912W
2806.3809N,8242.3913W
2806.3808N,8242.3913W
2806.3807N,8242.3913W
2806.3805N,8242.3913W
2806.3804N,8242.3913W
2806.3804N,8242.3913W
2806.3803N,8242.3913W
2806.3802N,8242.3913W
2806.3801N,8242.3914W
2806.38N,8242.3913W
2806.38N,8242.3913W
2806.3799N,8242.3913W
2806.3797N,8242.3913W
2806.3796N,8242.3913W
2806.3796N,8242.3912W
2806.3794N,8242.3912W
2806.3794N,8242.3912W
2806.3793N,8242.3912W
2806.3792N,8242.3912W
2806.3791N,8242.3911W
2806.379N,8242.3911W
2806.3789N,8242.3911W
2806.3787N,8242.391W
2806.3786N,8242.391W
2806.3784N,8242.3909W
2806.3783N,8242.3909W
2806.3782N,8242.3909W
2806.3781N,8242.3908W
2806.3779N,8242.3907W
2806.3775N,8242.3906W
2806.3772N,8242.3905W
2806.3771N,8242.3905W
2806.3769N,8242.3905W
2806.3768N,8242.3904W
2806.3766N,8242.3904W
2806.3765N,8242.3904W
2806.3764N,8242.3904W
2806.3762N,8242.3903W
2806.3762N,8242.3903W
