latitude,longitude
2806.1798N,8242.2788W
2806.18N,8242.2788W
2806.1801N,8242.2789W
2806.1802N,8242.279W
2806.1803N,8242.279W
2806.1805N,8242.2791W
2806.1806N,8242.2791W
2806.1807N,8242.2792W
2806.1808N,8242.2792W
2806.1809N,8242.2792W
2806.181N,8242.2792W
2806.1811N,8242.2793W
2806.1811N,8242.2794W
2806.1812N,8242.2795W
2806.1812N,8242.2795W
2806.1813N,8242.2796W
2806.1814N,8242.2797W
2806.1814N,8242.2799W
2806.1815N,8242.2801W
2806.1815N,8242.2802W
2806.1815N,8242.2804W
2806.1816N,8242.2806W
2806.1815N,8242.2809W
2806.1815N,8242.2811W
2806.1816N,8242.2812W
2806.1816N,8242.2813W
2806.1817N,8242.2815W
2806.1817N,8242.2816W
2806.1818N,8242.2817W
2806.1819N,8242.2818W
2806.1819N,8242.2819W
2806.182N,8242.282W
2806.182N,8242.2821W
2806.1821N,8242.2822W
2806.1822N,8242.2823W
2806.1823N,8242.2823W
2806.1823N,8242.2824W
2806.1824N,8242.2825W
2806.1826N,8242.2826W
2806.1826N,8242.2828W
2806.1828N,8242.2829W
2806.1829N,8242.2829W
2806.1829N,8242.283W
2806.1829N,8242.2831W
2806.183N,8242.2831W
2806.183N,8242.2833W
2806.1831N,8242.2834W
2806.183N,8242.2835W
2806.183N,8242.2836W
2806.1831N,8242.2838W
2806.183N,8242.2839W
2806.183N,8242.2841W
2806.183N,8242.2842W
2806.183N,8242.2844W
2806.183N,8242.2845W
2806.183N,8242.2847W
2806.1831N,8242.2849W
2806.183N,8242.2851W
2806.1831N,8242.2852W
2806.1831N,8242.2854W
2806.1832N,8242.2856W
2806.1833N,8242.2856W
2806.1833N,8242.2857W
2806.1834N,8242.2857W
2806.1835N,8242.2857W
2806.1836N,8242.2858W
2806.1837N,8242.2859W
2806.1837N,8242.2861W
2806.1838N,8242.2862W
2806.1839N,8242.2863W
2806.184N,8242.2864W
2806.1841N,8242.2864W
2806.1843N,8242.2865W
2806.1844N,8242.2867W
2806.1843N,8242.287W
2806.1842N,8242.2873W
2806.1842N,8242.2877W
2806.1843N,8242.2883W
2806.1844N,8242.2888W
2806.1846N,8242.2893W
2806.1846N,8242.2897W
2806.1847N,8242.29W
2806.1848N,8242.2902W
2806.1849N,8242.2902W
2806.185N,8242.2901W
2806.1852N,8242.2903W
2806.1854N,8242.2904W
2806.1856N,8242.2904W
2806.1858N,8242.2904W
2806.186N,8242.2903W
2806.1862N,8242.2904W
2806.1863N,8242.2904W
2806.1865N,8242.2905W
2806.1867N,8242.2905W
2806.1869N,8242.2906W
2806.187N,8242.2907W
2806.1871N,8242.2908W
2806.1872N,8242.2909W
2806.1873N,8242.291W
2806.1874N,8242.2911W
2806.1875N,8242.2912W
2806.1876N,8242.2912W
2806.1877N,8242.2913W
2806.1877N,8242.2914W
2806.1878N,8242.2915W
2806.1879N,8242.2916W
2806.1879N,8242.2917W
2806.188N,8242.2917W
2806.188N,8242.2919W
2806.1881N,8242.292W
2806.1881N,8242.292W
2806.1882N,8242.2921W
2806.1883N,8242.2921W
2806.1884N,8242.2922W
2806.1885N,8242.2923W
2806.1886N,8242.2923W
2806.1887N,8242.2923W
2806.1888N,8242.2924W
2806.1889N,8242.2924W
2806.189N,8242.2924W
2806.1891N,8242.2924W
2806.1893N,8242.2925W
2806.1894N,8242.2925W
2806.1894N,8242.2925W
2806.1895N,8242.2925W
2806.1896N,8242.2925W
2806.1896N,8242.2925W
2806.1897N,8242.2925W
2806.1898N,8242.2924W
2806.1899N,8242.2924W
2806.19N,8242.2924W
2806.1901N,8242.2924W
2806.1901N,8242.2925W
2806.1902N,8242.2925W
2806.1903N,8242.2926W
2806.1905N,8242.2927W
2806.1906N,8242.2928W
2806.1907N,8242.2929W
2806.1908N,8242.293W
2806.1909N,8242.293W
2806.191N,8242.2933W
2806.191N,8242.2934W
2806.1911N,8242.2934W
2806.1912N,8242.2934W
2806.1913N,8242.2936W
2806.1915N,8242.2938W
2806.1916N,8242.294W
2806.1917N,8242.2941W
2806.1918N,8242.2942W
2806.1918N,8242.2943W
2806.1919N,8242.2944W
2806.192N,8242.2946W
2806.1922N,8242.2948W
2806.1923N,8242.2949W
2806.1924N,8242.295W
2806.1926N,8242.2951W
2806.1927N,8242.2952W
2806.1929N,8242.2954W
2806.1929N,8242.2956W
2806.193N,8242.2959W
2806.1931N,8242.296W
2806.1932N,8242.2962W
2806.1933N,8242.2964W
2806.1935N,8242.2965W
2806.1936N,8242.2965W
2806.1938N,8242.2967W
2806.194N,8242.2968W
2806.1942N,8242.2969W
2806.1944N,8242.2969W
2806.1946N,8242.297W
2806.1947N,8242.297W
2806.1949N,8242.2971W
2806.195N,8242.2971W
2806.1951N,8242.2972W
2806.1952N,8242.2973W
2806.1953N,8242.2974W
2806.1954N,8242.2976W
2806.1955N,8242.2977W
2806.1955N,8242.2979W
2806.1956N,8242.2979W
2806.1956N,8242.298W
2806.1957N,8242.298W
2806.1958N,8242.2983W
2806.196N,8242.2988W
2806.1961N,8242.2989W
2806.1962N,8242.299W
2806.1963N,8242.2992W
2806.1963N,8242.2994W
2806.1965N,8242.2996W
2806.1966N,8242.2998W
2806.1967N,8242.2999W
2806.1968N,8242.3001W
2806.197N,8242.3005W
2806.1972N,8242.3009W
2806.1974N,8242.3011W
2806.1975N,8242.3013W
2806.1977N,8242.3015W
2806.1979N,8242.3017W
2806.198N,8242.3019W
2806.1982N,8242.3021W
2806.1983N,8242.3022W
2806.1984N,8242.3023W
2806.1985N,8242.3025W
2806.1987N,8242.3026W
2806.1988N,8242.3029W
2806.199N,8242.3031W
2806.1991N,8242.3032W
2806.1993N,8242.3034W
2806.1994N,8242.3035W
2806.1996N,8242.3037W
2806.1997N,8242.3038W
2806.1998N,8242.3039W
2806.2N,8242.304W
2806.2001N,8242.3041W
2806.2002N,8242.3042W
2806.2004N,8242.3044W
2806.2006N,8242.3045W
2806.2008N,8242.3047W
2806.2009N,8242.3049W
2806.2011N,8242.3051W
2806.2013N,8242.3052W
2806.2014N,8242.3054W
2806.2016N,8242.3055W
2806.2018N,8242.3055W
2806.2021N,8242.3057W
2806.2023N,8242.3059W
2806.2025N,8242.3061W
2806.2027N,8242.3063W
2806.2029N,8242.3064W
2806.203N,8242.3066W
2806.2031N,8242.3067W
2806.2032N,8242.307W
2806.2033N,8242.3072W
2806.2034N,8242.3073W
2806.2036N,8242.3074W
2806.2037N,8242.3075W
2806.2039N,8242.3078W
2806.2041N,8242.3079W
2806.2043N,8242.3081W
2806.2045N,8242.3082W
2806.2047N,8242.3084W
2806.2048N,8242.3085W
2806.205N,8242.3087W
2806.2052N,8242.3088W
2806.2054N,8242.3089W
2806.2056N,8242.309W
2806.2057N,8242.3091W
2806.2059N,8242.3092W
2806.206N,8242.3094W
2806.2062N,8242.3095W
2806.2063N,8242.3096W
2806.2065N,8242.3097W
2806.2066N,8242.3098W
2806.2068N,8242.31W
2806.207N,8242.3102W
2806.2072N,8242.3103W
2806.2075N,8242.3105W
2806.2077N,8242.3107W
2806.2079N,8242.311W
2806.2081N,8242.3112W
2806.2083N,8242.3114W
2806.2085N,8242.3116W
2806.2086N,8242.3118W
2806.2088N,8242.312W
2806.2089N,8242.3121W
2806.2091N,8242.3123W
2806.2093N,8242.3125W
2806.2094N,8242.3127W
2806.2095N,8242.3129W
2806.2096N,8242.3131W
2806.2097N,8242.3133W
2806.2098N,8242.3135W
2806.2099N,8242.3137W
2806.21N,8242.3139W
2806.2102N,8242.314W
2806.2103N,8242.3141W
2806.2104N,8242.3143W
2806.2105N,8242.3144W
2806.2106N,8242.3146W
2806.2107N,8242.3148W
2806.2108N,8242.3149W
2806.2109N,8242.3151W
2806.211N,8242.3152W
2806.2111N,8242.3154W
2806.2112N,8242.3155W
2806.2113N,8242.3157W
2806.2115N,8242.3159W
2806.2116N,8242.3161W
2806.2118N,8242.3163W
2806.2119N,8242.3164W
2806.212N,8242.3166W
2806.2121N,8242.3167W
2806.2122N,8242.3168W
2806.2123N,8242.3169W
2806.2124N,8242.3169W
2806.2125N,8242.317W
2806.2126N,8242.3171W
2806.2127N,8242.3172W
2806.2128N,8242.3172W
2806.2129N,8242.3173W
2806.213N,8242.3174W
2806.2131N,8242.3175W
2806.2132N,8242.3176W
2806.2133N,8242.3178W
2806.2135N,8242.3179W
2806.2136N,8242.318W
2806.2137N,8242.3181W
2806.2138N,8242.3182W
2806.214N,8242.3183W
2806.2141N,8242.3184W
2806.2142N,8242.3186W
2806.2143N,8242.3187W
2806.2145N,8242.3188W
2806.2146N,8242.319W
2806.2147N,8242.3192W
2806.2148N,8242.3193W
2806.2149N,8242.3196W
2806.2151N,8242.3198W
2806.2153N,8242.32W
2806.2154N,8242.3202W
2806.2156N,8242.3204W
2806.2157N,8242.3206W
2806.2159N,8242.3207W
2806.216N,8242.3209W
2806.2161N,8242.321W
2806.2162N,8242.3212W
2806.2164N,8242.3214W
2806.2164N,8242.3216W
2806.2165N,8242.3218W
2806.2166N,8242.3219W
2806.2167N,8242.322W
2806.2169N,8242.3221W
2806.217N,8242.3222W
2806.2171N,8242.3223W
2806.2173N,8242.3225W
2806.2174N,8242.3226W
2806.2175N,8242.3228W
2806.2176N,8242.323W
2806.2177N,8242.3232W
2806.2178N,8242.3233W
2806.218N,8242.3235W
2806.2181N,8242.3236W
2806.2182N,8242.3237W
2806.2182N,8242.3238W
2806.2183N,8242.3239W
2806.2184N,8242.324W
2806.2185N,8242.3241W
2806.2186N,8242.3243W
2806.2186N,8242.3246W
2806.2187N,8242.3248W
2806.2189N,8242.3249W
2806.219N,8242.3251W
2806.2191N,8242.3253W
2806.2192N,8242.3255W
2806.2193N,8242.3256W
2806.2194N,8242.3257W
2806.2196N,8242.3257W
2806.2197N,8242.3259W
2806.2199N,8242.3259W
2806.22N,8242.326W
2806.2201N,8242.3261W
2806.2202N,8242.3261W
2806.2203N,8242.3262W
2806.2204N,8242.3262W
2806.2205N,8242.3263W
2806.2205N,8242.3264W
2806.2206N,8242.3265W
2806.2207N,8242.3266W
2806.2208N,8242.3266W
2806.2209N,8242.3268W
2806.221N,8242.3269W
2806.2212N,8242.327W
2806.2213N,8242.3271W
2806.2214N,8242.3272W
2806.2214N,8242.3273W
2806.2215N,8242.3274W
2806.2216N,8242.3275W
2806.2218N,8242.3276W
2806.2219N,8242.3277W
2806.2221N,8242.3277W
2806.2222N,8242.3279W
2806.2223N,8242.328W
2806.2223N,8242.3282W
2806.2224N,8242.3283W
2806.2225N,8242.3284W
2806.2226N,8242.3286W
2806.2227N,8242.3287W
2806.2229N,8242.3289W
2806.223N,8242.3291W
2806.223N,8242.3292W
2806.2231N,8242.3293W
2806.2232N,8242.3294W
2806.2233N,8242.3294W
2806.2234N,8242.3295W
2806.2235N,8242.3295W
2806.2236N,8242.3296W
2806.2237N,8242.3297W
2806.2238N,8242.3298W
2806.2239N,8242.3297W
2806.224N,8242.3298W
2806.2241N,8242.3299W
2806.2243N,8242.33W
2806.2244N,8242.3301W
2806.2246N,8242.3302W
2806.2248N,8242.3302W
2806.2249N,8242.3303W
2806.225N,8242.3304W
2806.2251N,8242.3304W
2806.2252N,8242.3304W
2806.2253N,8242.3305W
2806.2254N,8242.3305W
2806.2255N,8242.3307W
2806.2256N,8242.3308W
2806.2258N,8242.3309W
2806.2259N,8242.3309W
2806.2261N,8242.3309W
2806.2262N,8242.3309W
2806.2264N,8242.331W
2806.2266N,8242.3311W
2806.2267N,8242.3312W
2806.2268N,8242.3313W
2806.227N,8242.3314W
2806.2271N,8242.3315W
2806.2272N,8242.3316W
2806.2274N,8242.3317W
2806.2275N,8242.3318W
2806.2277N,8242.332W
2806.2278N,8242.3322W
2806.228N,8242.3323W
2806.2282N,8242.3324W
2806.2283N,8242.3325W
2806.2285N,8242.3327W
2806.2286N,8242.3328W
2806.2288N,8242.3329W
2806.229N,8242.3331W
2806.2291N,8242.3332W
2806.2293N,8242.3334W
2806.2294N,8242.3335W
2806.2295N,8242.3337W
2806.2297N,8242.3338W
2806.2298N,8242.334W
2806.2299N,8242.3342W
2806.2299N,8242.3343W
2806.23N,8242.3345W
2806.2301N,8242.3346W
2806.2302N,8242.3348W
2806.2303N,8242.3349W
2806.2304N,8242.3351W
2806.2306N,8242.3353W
2806.2307N,8242.3354W
2806.2309N,8242.3355W
2806.231N,8242.3356W
2806.2311N,8242.3357W
2806.2312N,8242.3358W
2806.2314N,8242.3359W
2806.2315N,8242.336W
2806.2316N,8242.3362W
2806.2317N,8242.3363W
2806.2318N,8242.3363W
2806.2319N,8242.3364W
2806.232N,8242.3364W
2806.2322N,8242.3365W
2806.2323N,8242.3365W
2806.2325N,8242.3366W
2806.2326N,8242.3366W
2806.2328N,8242.3367W
2806.2329N,8242.3368W
2806.2331N,8242.3368W
2806.2332N,8242.337W
2806.2334N,8242.3372W
2806.2335N,8242.3373W
2806.2338N,8242.3374W
2806.234N,8242.3375W
2806.2341N,8242.3377W
2806.2342N,8242.3378W
2806.2344N,8242.338W
2806.2345N,8242.3381W
2806.2347N,8242.3383W
2806.2348N,8242.3384W
2806.2349N,8242.3385W
2806.2351N,8242.3387W
2806.2352N,8242.3389W
2806.2353N,8242.339W
2806.2354N,8242.3391W
2806.2355N,8242.3393W
2806.2355N,8242.3394W
2806.2356N,8242.3396W
2806.2357N,8242.3397W
2806.2359N,8242.3397W
2806.236N,8242.3399W
2806.2361N,8242.34W
2806.2362N,8242.3401W
2806.2364N,8242.3403W
2806.2365N,8242.3404W
2806.2366N,8242.3406W
2806.2367N,8242.3407W
2806.2368N,8242.3408W
2806.2369N,8242.341W
2806.237N,8242.3412W
2806.237N,8242.3413W
2806.2371N,8242.3414W
2806.2372N,8242.3416W
2806.2373N,8242.3417W
2806.2374N,8242.3418W
2806.2376N,8242.3419W
2806.2377N,8242.3421W
2806.2379N,8242.3421W
2806.238N,8242.3422W
2806.2381N,8242.3423W
2806.2382N,8242.3424W
2806.2383N,8242.3425W
2806.2385N,8242.3426W
2806.2386N,8242.3426W
2806.2387N,8242.3428W
2806.2389N,8242.3428W
2806.239N,8242.3429W
2806.2392N,8242.3429W
2806.2393N,8242.3429W
2806.2394N,8242.343W
2806.2395N,8242.3431W
2806.2397N,8242.3432W
2806.2398N,8242.3432W
2806.2399N,8242.3433W
2806.24N,8242.3434W
2806.2401N,8242.3434W
2806.2403N,8242.3435W
2806.2404N,8242.3436W
2806.2405N,8242.3437W
2806.2407N,8242.3437W
2806.2408N,8242.3438W
2806.2409N,8242.3438W
2806.241N,8242.3439W
2806.2411N,8242.344W
2806.2413N,8242.3439W
2806.2415N,8242.3437W
2806.2416N,8242.3437W
2806.2418N,8242.3436W
2806.2419N,8242.3435W
2806.2421N,8242.3435W
2806.2422N,8242.3435W
2806.2423N,8242.3435W
2806.2424N,8242.3435W
2806.2426N,8242.3436W
2806.2427N,8242.3436W
2806.2429N,8242.3437W
2806.243N,8242.3438W
2806.2432N,8242.3439W
2806.2433N,8242.344W
2806.2435N,8242.3441W
2806.2436N,8242.3442W
2806.2437N,8242.3443W
2806.2439N,8242.3444W
2806.244N,8242.3444W
2806.2442N,8242.3445W
2806.2444N,8242.3446W
2806.2445N,8242.3447W
2806.2447N,8242.3448W
2806.2449N,8242.3449W
2806.2451N,8242.345W
2806.2453N,8242.3451W
2806.2454N,8242.3452W
2806.2456N,8242.3454W
2806.2458N,8242.3455W
2806.2459N,8242.3456W
2806.2462N,8242.3458W
2806.2463N,8242.3459W
2806.2464N,8242.3461W
2806.2466N,8242.3463W
2806.2468N,8242.3464W
2806.247N,8242.3464W
2806.2472N,8242.3464W
2806.2474N,8242.3465W
2806.2475N,8242.3466W
2806.2477N,8242.3468W
2806.2478N,8242.3469W
2806.248N,8242.3471W
2806.2481N,8242.3472W
2806.2483N,8242.3472W
2806.2485N,8242.3473W
2806.2487N,8242.3474W
2806.2489N,8242.3475W
2806.2491N,8242.3476W
2806.2492N,8242.3478W
2806.2494N,8242.3479W
2806.2496N,8242.348W
2806.2498N,8242.348W
2806.2499N,8242.3481W
2806.25N,8242.3482W
2806.2501N,8242.3482W
2806.2503N,8242.3483W
2806.2504N,8242.3485W
2806.2505N,8242.3486W
2806.2507N,8242.3487W
2806.2508N,8242.3488W
2806.251N,8242.3488W
2806.2512N,8242.3487W
2806.2514N,8242.3487W
2806.2516N,8242.3487W
2806.2518N,8242.3488W
2806.252N,8242.3489W
2806.2521N,8242.349W
2806.2523N,8242.3492W
2806.2524N,8242.3493W
2806.2525N,8242.3493W
2806.2527N,8242.3493W
2806.2528N,8242.3493W
2806.2529N,8242.3493W
2806.2531N,8242.3494W
2806.2532N,8242.3495W
2806.2534N,8242.3496W
2806.2535N,8242.3497W
2806.2537N,8242.3498W
2806.2539N,8242.35W
2806.2541N,8242.3501W
2806.2542N,8242.3502W
2806.2544N,8242.3503W
2806.2545N,8242.3503W
2806.2546N,8242.3505W
2806.2548N,8242.3506W
2806.2549N,8242.3507W
2806.255N,8242.3508W
2806.2552N,8242.3509W
2806.2553N,8242.3511W
2806.2555N,8242.3513W
2806.2556N,8242.3514W
2806.2557N,8242.3515W
2806.2558N,8242.3518W
2806.2559N,8242.3519W
2806.2561N,8242.352W
2806.2562N,8242.3521W
2806.2564N,8242.3523W
2806.2565N,8242.3524W
2806.2567N,8242.3525W
2806.2568N,8242.3526W
2806.2569N,8242.3527W
2806.257N,8242.3528W
2806.2572N,8242.3529W
2806.2573N,8242.353W
2806.2574N,8242.353W
2806.2575N,8242.3531W
2806.2577N,8242.3532W
2806.2578N,8242.3533W
2806.2579N,8242.3533W
2806.258N,8242.3534W
2806.2581N,8242.3535W
2806.2582N,8242.3536W
2806.2583N,8242.3536W
2806.2584N,8242.3538W
2806.2585N,8242.3539W
2806.2585N,8242.354W
2806.2586N,8242.3542W
2806.2588N,8242.3543W
2806.2589N,8242.3544W
2806.259N,8242.3545W
2806.2592N,8242.3547W
2806.2593N,8242.3548W
2806.2595N,8242.355W
2806.2597N,8242.3553W
2806.2599N,8242.3556W
2806.2601N,8242.3559W
2806.2603N,8242.356W
2806.2604N,8242.3562W
2806.2606N,8242.3564W
2806.2608N,8242.3565W
2806.261N,8242.3567W
2806.2612N,8242.3569W
2806.2613N,8242.3571W
2806.2615N,8242.3572W
2806.2616N,8242.3574W
2806.2618N,8242.3575W
2806.2621N,8242.3577W
2806.2623N,8242.3579W
2806.2624N,8242.358W
2806.2626N,8242.3582W
2806.2627N,8242.3584W
2806.2629N,8242.3585W
2806.263N,8242.3587W
2806.2632N,8242.3588W
2806.2633N,8242.3589W
2806.2634N,8242.3589W
2806.2636N,8242.359W
2806.2638N,8242.3589W
2806.2639N,8242.359W
2806.2641N,8242.359W
2806.2642N,8242.359W
2806.2644N,8242.359W
2806.2645N,8242.359W
2806.2647N,8242.3591W
2806.2649N,8242.359W
2806.2652N,8242.3591W
2806.2654N,8242.3592W
2806.2657N,8242.3593W
2806.2659N,8242.3595W
2806.2661N,8242.3595W
2806.2663N,8242.3595W
2806.2665N,8242.3595W
2806.2667N,8242.3596W
2806.2668N,8242.3596W
2806.2669N,8242.3597W
2806.267N,8242.3597W
2806.2672N,8242.3597W
2806.2673N,8242.3597W
2806.2674N,8242.3597W
2806.2676N,8242.3597W
2806.2677N,8242.3598W
2806.2679N,8242.3599W
2806.268N,8242.3599W
2806.2681N,8242.36W
2806.2682N,8242.3601W
2806.2684N,8242.3602W
2806.2685N,8242.3603W
2806.2686N,8242.3604W
2806.2687N,8242.3604W
2806.2689N,8242.3605W
2806.269N,8242.3606W
2806.2691N,8242.3607W
2806.2693N,8242.3608W
2806.2694N,8242.3608W
2806.2696N,8242.3608W
2806.2696N,8242.3608W
2806.2697N,8242.3608W
2806.2699N,8242.3609W
2806.27N,8242.3611W
2806.2702N,8242.3612W
2806.2704N,8242.3614W
2806.2706N,8242.3616W
2806.2707N,8242.3617W
2806.2709N,8242.3619W
2806.2711N,8242.362W
2806.2713N,8242.3621W
2806.2714N,8242.3621W
2806.2716N,8242.3621W
2806.2718N,8242.3622W
2806.2719N,8242.3622W
2806.2721N,8242.3623W
2806.2723N,8242.3623W
2806.2725N,8242.3623W
2806.2727N,8242.3624W
2806.2728N,8242.3624W
2806.273N,8242.3625W
2806.2732N,8242.3626W
2806.2734N,8242.3626W
2806.2735N,8242.3627W
2806.2737N,8242.3627W
2806.2737N,8242.3627W
2806.2738N,8242.3627W
2806.274N,8242.3627W
2806.2741N,8242.3627W
2806.2742N,8242.3627W
2806.2743N,8242.3628W
2806.2745N,8242.3628W
2806.2747N,8242.3629W
2806.2749N,8242.3629W
2806.2751N,8242.3629W
2806.2752N,8242.363W
2806.2754N,8242.3631W
2806.2755N,8242.3632W
2806.2757N,8242.3632W
2806.2759N,8242.3633W
2806.276N,8242.3633W
2806.2762N,8242.3634W
2806.2763N,8242.3635W
2806.2765N,8242.3636W
2806.2767N,8242.3636W
2806.2768N,8242.3637W
2806.2769N,8242.3638W
2806.2771N,8242.3639W
2806.2772N,8242.3639W
2806.2774N,8242.3639W
2806.2775N,8242.3639W
2806.2777N,8242.3639W
2806.2778N,8242.3639W
2806.278N,8242.3639W
2806.2782N,8242.3639W
2806.2782N,8242.3642W
2806.2783N,8242.3645W
2806.2783N,8242.3647W
2806.2784N,8242.365W
2806.2785N,8242.3652W
2806.2787N,8242.3653W
2806.2788N,8242.3654W
2806.279N,8242.3655W
2806.2791N,8242.3656W
2806.2792N,8242.3657W
2806.2793N,8242.3658W
2806.2795N,8242.3658W
2806.2797N,8242.366W
2806.2799N,8242.3661W
2806.28N,8242.3662W
2806.2802N,8242.3663W
2806.2803N,8242.3664W
2806.2804N,8242.3664W
2806.2806N,8242.3665W
2806.2808N,8242.3665W
2806.281N,8242.3666W
2806.2811N,8242.3668W
2806.2812N,8242.3668W
2806.2814N,8242.3668W
2806.2816N,8242.3669W
2806.2817N,8242.367W
2806.2819N,8242.3671W
2806.2821N,8242.3672W
2806.2823N,8242.3674W
2806.2825N,8242.3674W
2806.2827N,8242.3675W
2806.2829N,8242.3676W
2806.283N,8242.3677W
2806.2832N,8242.3677W
2806.2833N,8242.3677W
2806.2835N,8242.3678W
2806.2837N,8242.3678W
2806.284N,8242.3679W
2806.2841N,8242.3679W
2806.2843N,8242.3679W
2806.2844N,8242.368W
2806.2846N,8242.368W
2806.2847N,8242.3681W
2806.2849N,8242.3681W
2806.285N,8242.3681W
2806.2852N,8242.3681W
2806.2854N,8242.3681W
2806.2856N,8242.3682W
2806.2857N,8242.3682W
2806.2858N,8242.3683W
2806.286N,8242.3683W
2806.2861N,8242.3683W
2806.2862N,8242.3684W
2806.2864N,8242.3684W
2806.2865N,8242.3685W
2806.2867N,8242.3686W
2806.2869N,8242.3686W
2806.287N,8242.3687W
2806.2872N,8242.3688W
2806.2874N,8242.3688W
2806.2875N,8242.3689W
2806.2877N,8242.369W
2806.2878N,8242.369W
2806.288N,8242.3691W
2806.2882N,8242.3692W
2806.2883N,8242.3693W
2806.2885N,8242.3694W
2806.2887N,8242.3695W
2806.2888N,8242.3696W
2806.289N,8242.3697W
2806.2891N,8242.3697W
2806.2893N,8242.3697W
2806.2896N,8242.3697W
2806.2898N,8242.3698W
2806.29N,8242.3698W
2806.2901N,8242.3699W
2806.2903N,8242.3699W
2806.2905N,8242.3699W
2806.2906N,8242.3699W
2806.2908N,8242.37W
2806.291N,8242.3701W
2806.2912N,8242.3701W
2806.2913N,8242.3701W
2806.2915N,8242.3702W
2806.2916N,8242.3702W
2806.2918N,8242.3703W
2806.2919N,8242.3703W
2806.2921N,8242.3704W
2806.2923N,8242.3704W
2806.2924N,8242.3705W
2806.2926N,8242.3705W
2806.2927N,8242.3706W
2806.2929N,8242.3706W
2806.293N,8242.3707W
2806.2931N,8242.3707W
2806.2931N,8242.3708W
2806.2932N,8242.3708W
2806.2933N,8242.3708W
2806.2933N,8242.3708W
2806.2934N,8242.3707W
2806.2936N,8242.3707W
2806.2937N,8242.3706W
2806.2939N,8242.3707W
2806.294N,8242.3706W
2806.2941N,8242.3706W
2806.2942N,8242.3706W
2806.2944N,8242.3706W
2806.2945N,8242.3706W
2806.2947N,8242.3706W
2806.2948N,8242.3707W
2806.295N,8242.3708W
2806.2952N,8242.3709W
2806.2954N,8242.3709W
2806.2955N,8242.3709W
2806.2957N,8242.3709W
2806.2958N,8242.371W
2806.2959N,8242.371W
2806.2961N,8242.371W
2806.2962N,8242.371W
2806.2964N,8242.371W
2806.2965N,8242.3711W
2806.2967N,8242.3711W
2806.2969N,8242.3711W
2806.297N,8242.3712W
2806.2971N,8242.3712W
2806.2972N,8242.3712W
2806.2973N,8242.3711W
2806.2974N,8242.3711W
2806.2975N,8242.3711W
2806.2976N,8242.3711W
2806.2978N,8242.3712W
2806.2979N,8242.3713W
2806.2981N,8242.3714W
2806.2983N,8242.3715W
2806.2985N,8242.3716W
2806.2986N,8242.3716W
2806.2988N,8242.3716W
2806.2989N,8242.3716W
2806.2991N,8242.3716W
2806.2993N,8242.3716W
2806.2994N,8242.3716W
2806.2995N,8242.3716W
2806.2997N,8242.3716W
2806.2998N,8242.3716W
2806.3N,8242.3716W
2806.3001N,8242.3715W
2806.3003N,8242.3715W
2806.3004N,8242.3715W
2806.3006N,8242.3715W
2806.3007N,8242.3714W
2806.3008N,8242.3714W
2806.301N,8242.3714W
2806.3011N,8242.3714W
2806.3012N,8242.3713W
2806.3014N,8242.3713W
2806.3016N,8242.3713W
2806.3017N,8242.3714W
2806.3018N,8242.3714W
2806.3019N,8242.3713W
2806.302N,8242.3712W
2806.3021N,8242.3711W
2806.3023N,8242.3711W
2806.3024N,8242.3712W
2806.3026N,8242.3712W
2806.3028N,8242.3712W
2806.3029N,8242.3713W
2806.3031N,8242.3713W
2806.3033N,8242.3714W
2806.3034N,8242.3714W
2806.3036N,8242.3714W
2806.3037N,8242.3715W
2806.3039N,8242.3715W
2806.304N,8242.3716W
2806.3042N,8242.3716W
2806.3043N,8242.3717W
2806.3045N,8242.3718W
2806.3047N,8242.3719W
2806.3049N,8242.372W
2806.305N,8242.372W
2806.3052N,8242.3721W
2806.3053N,8242.3722W
2806.3055N,8242.3723W
2806.3057N,8242.3723W
2806.3058N,8242.3723W
2806.306N,8242.3723W
2806.3062N,8242.3723W
2806.3064N,8242.3724W
2806.3066N,8242.3724W
2806.3068N,8242.3725W
2806.3069N,8242.3725W
2806.3071N,8242.3726W
2806.3073N,8242.3725W
2806.3075N,8242.3726W
2806.3077N,8242.3726W
2806.3078N,8242.3725W
2806.308N,8242.3725W
2806.3081N,8242.3724W
2806.3083N,8242.3724W
2806.3084N,8242.3724W
2806.3086N,8242.3724W
2806.3088N,8242.3725W
2806.309N,8242.3724W
2806.3092N,8242.3724W
2806.3094N,8242.3724W
2806.3096N,8242.3722W
2806.3097N,8242.3721W
2806.3099N,8242.372W
2806.3101N,8242.3719W
2806.3102N,8242.3719W
2806.3104N,8242.3719W
2806.3105N,8242.3719W
2806.3107N,8242.3719W
2806.3108N,8242.3719W
2806.311N,8242.372W
2806.3112N,8242.372W
2806.3114N,8242.3721W
2806.3115N,8242.3721W
2806.3117N,8242.3721W
2806.3119N,8242.3721W
2806.3121N,8242.3721W
2806.3122N,8242.3721W
2806.3124N,8242.3721W
2806.3125N,8242.3722W
2806.3126N,8242.3723W
2806.3127N,8242.3723W
2806.3128N,8242.3723W
2806.3129N,8242.3724W
2806.3131N,8242.3724W
2806.3132N,8242.3724W
2806.3133N,8242.3724W
2806.3134N,8242.3724W
2806.3135N,8242.3724W
2806.3137N,8242.3724W
2806.3138N,8242.3724W
2806.3139N,8242.3724W
2806.3141N,8242.3724W
2806.3143N,8242.3724W
2806.3144N,8242.3724W
2806.3146N,8242.3724W
