Date,Time,Lat,NS,Lon,EW,Alt,Knots,m/s,dt,distance,,"latitude,longitude"
251214,174706.2,2806.6742,N,8242.8726,W,20.1,2.3,1.1832222221,0,0,,"2806.6742N,8242.8726W"
251214,174706.4,2806.6743,N,8242.8725,W,20.1,2.43,1.2500999999,0.2,0.25002,,"2806.6743N,8242.8725W"
251214,174706.6,2806.6744,N,8242.8727,W,21.1,2.44,1.2552444443,0.2,0.5010688888,,"2806.6744N,8242.8727W"
251214,174706.8,2806.6745,N,8242.8729,W,21.7,2.14,1.100911111,0.2,0.721251111,,"2806.6745N,8242.8729W"
251214,174707,2806.6746,N,8242.873,W,22.3,2.05,1.054611111,0.2,0.9321733332,,"2806.6746N,8242.873W"
251214,174707.2,2806.6746,N,8242.8733,W,23.7,2.11,1.0854777777,0.2,1.1492688888,,"2806.6746N,8242.8733W"
251214,174707.4,2806.6747,N,8242.8736,W,25.5,2.28,1.1729333332,0.2,1.3838555554,,"2806.6747N,8242.8736W"
251214,174707.6,2806.6747,N,8242.8738,W,26.9,2.48,1.2758222221,0.2,1.6390199999,,"2806.6747N,8242.8738W"
251214,174707.8,2806.6748,N,8242.8743,W,28.9,2.42,1.2449555554,0.2,1.8880111109,,"2806.6748N,8242.8743W"
251214,174708,2806.6749,N,8242.8746,W,30.6,2.55,1.3118333332,0.2,2.1503777776,,"2806.6749N,8242.8746W"
251214,174708.2,2806.675,N,8242.8749,W,31.8,2.57,1.3221222221,0.2,2.414802222,,"2806.675N,8242.8749W"
251214,174708.4,2806.6751,N,8242.8748,W,32.3,2.5,1.286111111,0.2,2.6720244442,,"2806.6751N,8242.8748W"
251214,174708.6,2806.6753,N,8242.8748,W,32.5,2.6,1.3375555554,0.2,2.9395355553,,"2806.6753N,8242.8748W"
251214,174708.8,2806.6754,N,8242.8749,W,33.2,2.62,1.3478444443,0.2,3.2091044441,,"2806.6754N,8242.8749W"
251214,174709,2806.6756,N,8242.8748,W,33.3,2.58,1.3272666666,0.2,3.4745577775,,"2806.6756N,8242.8748W"
251214,174709.2,2806.6757,N,8242.8749,W,33.9,2.6,1.3375555554,0.2,3.7420688886,,"2806.6757N,8242.8749W"
251214,174709.4,2806.6759,N,8242.8752,W,35.5,2.7,1.3889999999,0.2,4.0198688885,,"2806.6759N,8242.8752W"
251214,174709.6,2806.6761,N,8242.8751,W,35.4,2.76,1.4198666665,0.2,4.3038422218,,"2806.6761N,8242.8751W"
251214,174709.8,2806.6763,N,8242.8748,W,34.9,2.88,1.4815999999,0.2,4.6001622218,,"2806.6763N,8242.8748W"
251214,174710,2806.6764,N,8242.8744,W,33.9,2.86,1.471311111,0.2,4.894424444,,"2806.6764N,8242.8744W"
251214,174710.2,2806.6766,N,8242.8742,W,33.6,2.81,1.4455888888,0.2,5.1835422218,,"2806.6766N,8242.8742W"
251214,174710.4,2806.6767,N,8242.874,W,33.1,2.72,1.3992888888,0.2,5.4633999995,,"2806.6767N,8242.874W"
251214,174710.6,2806.6769,N,8242.8739,W,33,2.6,1.3375555554,0.2,5.7309111106,,"2806.6769N,8242.8739W"
251214,174710.8,2806.677,N,8242.8738,W,32.9,2.61,1.3426999999,0.2,5.9994511106,,"2806.677N,8242.8738W"
251214,174711,2806.6772,N,8242.8737,W,32.6,2.54,1.3066888888,0.2,6.2607888883,,"2806.6772N,8242.8737W"
251214,174711.2,2806.6774,N,8242.8733,W,31.9,2.7,1.3889999999,0.2,6.5385888883,,"2806.6774N,8242.8733W"
251214,174711.4,2806.6775,N,8242.8733,W,32.4,2.79,1.4352999999,0.2,6.8256488883,,"2806.6775N,8242.8733W"
251214,174711.6,2806.6776,N,8242.8734,W,33.4,2.58,1.3272666666,0.2,7.0911022216,,"2806.6776N,8242.8734W"
251214,174711.8,2806.6777,N,8242.8736,W,34.3,2.52,1.2963999999,0.2,7.3503822216,,"2806.6777N,8242.8736W"
251214,174712,2806.6778,N,8242.8738,W,35.5,2.6,1.3375555554,0.2,7.6178933327,,"2806.6778N,8242.8738W"
251214,174712.2,2806.6779,N,8242.8737,W,35.6,2.6,1.3375555554,0.2,7.8854044438,,"2806.6779N,8242.8737W"
251214,174712.4,2806.6781,N,8242.8739,W,36.5,2.62,1.3478444443,0.2,8.1549733326,,"2806.6781N,8242.8739W"
251214,174712.6,2806.6782,N,8242.8741,W,37.5,2.69,1.3838555554,0.2,8.4317444437,,"2806.6782N,8242.8741W"
251214,174712.8,2806.6783,N,8242.8742,W,38.2,2.9,1.4918888888,0.2,8.7301222214,,"2806.6783N,8242.8742W"
251214,174713,2806.6785,N,8242.8745,W,39.5,3.03,1.5587666665,0.2,9.0418755548,,"2806.6785N,8242.8745W"
251214,174713.2,2806.6786,N,8242.875,W,41.8,3.07,1.5793444443,0.2,9.3577444436,,"2806.6786N,8242.875W"
251214,174713.4,2806.6788,N,8242.8755,W,43.9,3.18,1.6359333332,0.2,9.6849311102,,"2806.6788N,8242.8755W"
251214,174713.6,2806.6789,N,8242.8756,W,44.8,3.21,1.6513666665,0.2,10.0152044436,,"2806.6789N,8242.8756W"
251214,174713.8,2806.679,N,8242.8759,W,46,2.99,1.5381888888,0.2,10.3228422213,,"2806.679N,8242.8759W"
251214,174714,2806.679,N,8242.876,W,46.6,2.99,1.5381888888,0.2,10.6304799991,,"2806.679N,8242.876W"
251214,174714.2,2806.6791,N,8242.8758,W,46.5,2.94,1.5124666665,0.2,10.9329733324,,"2806.6791N,8242.8758W"
251214,174714.4,2806.6792,N,8242.8757,W,46.7,2.92,1.5021777776,0.2,11.2334088879,,"2806.6792N,8242.8757W"
251214,174714.6,2806.6792,N,8242.8757,W,47.4,3,1.5433333332,0.2,11.5420755546,,"2806.6792N,8242.8757W"
251214,174714.8,2806.6793,N,8242.8758,W,47.9,2.66,1.3684222221,0.2,11.815759999,,"2806.6793N,8242.8758W"
251214,174715,2806.6793,N,8242.8758,W,48.1,2.35,1.2089444443,0.2,12.0575488878,,"2806.6793N,8242.8758W"
251214,174715.2,2806.6794,N,8242.8759,W,48.6,2.15,1.1060555555,0.2,12.2787599989,,"2806.6794N,8242.8759W"
251214,174715.4,2806.6795,N,8242.876,W,48.9,1.96,1.008311111,0.2,12.4804222211,,"2806.6795N,8242.876W"
251214,174715.6,2806.6796,N,8242.8761,W,49.1,1.94,0.9980222221,0.2,12.6800266656,,"2806.6796N,8242.8761W"
251214,174715.8,2806.6798,N,8242.8761,W,49.1,2.43,1.2500999999,0.2,12.9300466655,,"2806.6798N,8242.8761W"
251214,174716,2806.6799,N,8242.8761,W,49.1,2.56,1.3169777777,0.2,13.1934422211,,"2806.6799N,8242.8761W"
251214,174716.2,2806.68,N,8242.876,W,49.1,2.66,1.3684222221,0.2,13.4671266655,,"2806.68N,8242.876W"
251214,174716.4,2806.6801,N,8242.8759,W,49,2.57,1.3221222221,0.2,13.7315511099,,"2806.6801N,8242.8759W"
251214,174716.6,2806.6802,N,8242.8759,W,49.3,2.44,1.2552444443,0.2,13.9825999988,,"2806.6802N,8242.8759W"
251214,174716.8,2806.6802,N,8242.8759,W,49.6,2.04,1.0494666666,0.2,14.1924933321,,"2806.6802N,8242.8759W"
251214,174717,2806.6803,N,8242.8758,W,49.9,2.27,1.1677888888,0.2,14.4260511099,,"2806.6803N,8242.8758W"
251214,174717.2,2806.6803,N,8242.8758,W,50.3,2.38,1.2243777777,0.2,14.6709266654,,"2806.6803N,8242.8758W"
251214,174717.4,2806.6804,N,8242.8758,W,50.8,2.43,1.2500999999,0.2,14.9209466654,,"2806.6804N,8242.8758W"
251214,174717.6,2806.6804,N,8242.8758,W,51.2,2.58,1.3272666666,0.2,15.1863999987,,"2806.6804N,8242.8758W"
251214,174717.8,2806.6805,N,8242.8758,W,51.6,2.61,1.3426999999,0.2,15.4549399986,,"2806.6805N,8242.8758W"
251214,174718,2806.6806,N,8242.8757,W,51.9,2.81,1.4455888888,0.2,15.7440577764,,"2806.6806N,8242.8757W"
251214,174718.2,2806.6807,N,8242.8757,W,52.3,2.87,1.4764555554,0.2,16.0393488875,,"2806.6807N,8242.8757W"
251214,174718.4,2806.6807,N,8242.8756,W,52.7,2.97,1.5278999999,0.2,16.3449288875,,"2806.6807N,8242.8756W"
251214,174718.6,2806.6808,N,8242.8755,W,52.7,2.88,1.4815999999,0.2,16.6412488874,,"2806.6808N,8242.8755W"
251214,174718.8,2806.6809,N,8242.8753,W,52.6,2.98,1.5330444443,0.2,16.9478577763,,"2806.6809N,8242.8753W"
251214,174719,2806.681,N,8242.8751,W,52.2,2.93,1.5073222221,0.2,17.2493222207,,"2806.681N,8242.8751W"
251214,174719.2,2806.6811,N,8242.8749,W,52,2.77,1.425011111,0.2,17.5343244429,,"2806.6811N,8242.8749W"
251214,174719.4,2806.6812,N,8242.8747,W,51.7,3.26,1.6770888887,0.2,17.8697422207,,"2806.6812N,8242.8747W"
251214,174719.6,2806.6813,N,8242.8746,W,51.5,2.64,1.3581333332,0.2,18.1413688873,,"2806.6813N,8242.8746W"
251214,174719.8,2806.6813,N,8242.8745,W,51.5,2.24,1.1523555555,0.2,18.3718399984,,"2806.6813N,8242.8745W"
251214,174720,2806.6814,N,8242.8744,W,51.3,2.17,1.1163444443,0.2,18.5951088873,,"2806.6814N,8242.8744W"
251214,174720.2,2806.6815,N,8242.8742,W,50.9,2.2,1.1317777777,0.2,18.8214644428,,"2806.6815N,8242.8742W"
251214,174720.4,2806.6816,N,8242.8739,W,50.5,2.44,1.2552444443,0.2,19.0725133317,,"2806.6816N,8242.8739W"
251214,174720.6,2806.6816,N,8242.8737,W,50,2.58,1.3272666666,0.2,19.337966665,,"2806.6816N,8242.8737W"
251214,174720.8,2806.6817,N,8242.8734,W,49.5,2.65,1.3632777777,0.2,19.6106222205,,"2806.6817N,8242.8734W"
251214,174721,2806.6818,N,8242.8732,W,49.1,2.55,1.3118333332,0.2,19.8729888872,,"2806.6818N,8242.8732W"
251214,174721.2,2806.6819,N,8242.873,W,48.7,2.53,1.3015444443,0.2,20.133297776,,"2806.6819N,8242.873W"
251214,174721.4,2806.682,N,8242.8729,W,48.5,2.67,1.3735666665,0.2,20.4080111093,,"2806.682N,8242.8729W"
251214,174721.6,2806.6822,N,8242.8728,W,48.4,2.69,1.3838555554,0.2,20.6847822204,,"2806.6822N,8242.8728W"
251214,174721.8,2806.6823,N,8242.8726,W,48.2,2.72,1.3992888888,0.2,20.9646399982,,"2806.6823N,8242.8726W"
251214,174722,2806.6824,N,8242.8723,W,47.7,2.8,1.4404444443,0.2,21.252728887,,"2806.6824N,8242.8723W"
251214,174722.2,2806.6826,N,8242.872,W,47.2,2.94,1.5124666665,0.2,21.5552222204,,"2806.6826N,8242.872W"
251214,174722.4,2806.6827,N,8242.8717,W,46.7,3.1,1.5947777776,0.2,21.8741777759,,"2806.6827N,8242.8717W"
251214,174722.6,2806.6828,N,8242.8714,W,46.1,2.97,1.5278999999,0.2,22.1797577759,,"2806.6828N,8242.8714W"
251214,174722.8,2806.6829,N,8242.8712,W,45.8,3.05,1.5690555554,0.2,22.4935688869,,"2806.6829N,8242.8712W"
251214,174723,2806.6831,N,8242.871,W,45.3,3.04,1.563911111,0.2,22.8063511091,,"2806.6831N,8242.871W"
251214,174723.2,2806.6832,N,8242.8706,W,44.6,3.04,1.563911111,0.2,23.1191333313,,"2806.6832N,8242.8706W"
251214,174723.4,2806.6832,N,8242.8702,W,44,3.13,1.610211111,0.2,23.4411755535,,"2806.6832N,8242.8702W"
251214,174723.6,2806.6833,N,8242.8699,W,43.4,3.07,1.5793444443,0.2,23.7570444424,,"2806.6833N,8242.8699W"
251214,174723.8,2806.6834,N,8242.8697,W,42.9,2.95,1.517611111,0.2,24.0605666646,,"2806.6834N,8242.8697W"
251214,174724,2806.6835,N,8242.8695,W,42.5,2.79,1.4352999999,0.2,24.3476266645,,"2806.6835N,8242.8695W"
251214,174724.2,2806.6836,N,8242.8692,W,41.9,2.81,1.4455888888,0.2,24.6367444423,,"2806.6836N,8242.8692W"
251214,174724.4,2806.6837,N,8242.8689,W,41.5,2.94,1.5124666665,0.2,24.9392377756,,"2806.6837N,8242.8689W"
251214,174724.6,2806.6838,N,8242.8686,W,41,2.89,1.4867444443,0.2,25.2365866645,,"2806.6838N,8242.8686W"
251214,174724.8,2806.6839,N,8242.8683,W,40.7,2.97,1.5278999999,0.2,25.5421666644,,"2806.6839N,8242.8683W"
251214,174725,2806.684,N,8242.868,W,40.4,3.23,1.6616555554,0.2,25.8744977755,,"2806.684N,8242.868W"
251214,174725.2,2806.6841,N,8242.8677,W,39.9,3.14,1.6153555554,0.2,26.1975688866,,"2806.6841N,8242.8677W"
251214,174725.4,2806.6842,N,8242.8675,W,39.6,2.97,1.5278999999,0.2,26.5031488866,,"2806.6842N,8242.8675W"
251214,174725.6,2806.6843,N,8242.8673,W,39.2,2.82,1.4507333332,0.2,26.7932955532,,"2806.6843N,8242.8673W"
251214,174725.8,2806.6844,N,8242.8671,W,38.9,2.81,1.4455888888,0.2,27.082413331,,"2806.6844N,8242.8671W"
251214,174726,2806.6844,N,8242.867,W,38.9,2.79,1.4352999999,0.2,27.3694733309,,"2806.6844N,8242.867W"
251214,174726.2,2806.6845,N,8242.8668,W,38.6,2.61,1.3426999999,0.2,27.6380133309,,"2806.6845N,8242.8668W"
251214,174726.4,2806.6846,N,8242.8666,W,38.3,2.55,1.3118333332,0.2,27.9003799976,,"2806.6846N,8242.8666W"
251214,174726.6,2806.6847,N,8242.8664,W,37.9,2.52,1.2963999999,0.2,28.1596599976,,"2806.6847N,8242.8664W"
251214,174726.8,2806.6848,N,8242.8662,W,37.4,2.47,1.2706777777,0.2,28.4137955531,,"2806.6848N,8242.8662W"
251214,174727,2806.6848,N,8242.8659,W,36.8,2.35,1.2089444443,0.2,28.6555844419,,"2806.6848N,8242.8659W"
251214,174727.2,2806.6849,N,8242.8656,W,36.2,2.27,1.1677888888,0.2,28.8891422197,,"2806.6849N,8242.8656W"
251214,174727.4,2806.6849,N,8242.8654,W,35.7,2.11,1.0854777777,0.2,29.1062377752,,"2806.6849N,8242.8654W"
251214,174727.6,2806.685,N,8242.8651,W,35.1,2.18,1.1214888888,0.2,29.330535553,,"2806.685N,8242.8651W"
251214,174727.8,2806.6852,N,8242.8647,W,34.5,2.43,1.2500999999,0.2,29.580555553,,"2806.6852N,8242.8647W"
251214,174728,2806.6853,N,8242.8644,W,34.2,2.82,1.4507333332,0.2,29.8707022196,,"2806.6853N,8242.8644W"
251214,174728.2,2806.6854,N,8242.864,W,33.6,3.06,1.5741999999,0.2,30.1855422196,,"2806.6854N,8242.864W"
251214,174728.4,2806.6856,N,8242.8636,W,33.2,3.34,1.7182444443,0.2,30.5291911084,,"2806.6856N,8242.8636W"
251214,174728.6,2806.6857,N,8242.8631,W,32.5,3.48,1.7902666665,0.2,30.8872444418,,"2806.6857N,8242.8631W"
251214,174728.8,2806.6858,N,8242.8627,W,32,3.62,1.8622888887,0.2,31.2597022195,,"2806.6858N,8242.8627W"
251214,174729,2806.6859,N,8242.8623,W,31.4,3.59,1.8468555554,0.2,31.6290733306,,"2806.6859N,8242.8623W"
251214,174729.2,2806.6859,N,8242.8621,W,31.1,3.5,1.8005555554,0.2,31.9891844417,,"2806.6859N,8242.8621W"
251214,174729.4,2806.686,N,8242.8619,W,30.7,3.09,1.5896333332,0.2,32.3071111083,,"2806.686N,8242.8619W"
251214,174729.6,2806.6861,N,8242.8616,W,30.2,2.97,1.5278999999,0.2,32.6126911083,,"2806.6861N,8242.8616W"
251214,174729.8,2806.6862,N,8242.8613,W,29.7,2.92,1.5021777776,0.2,32.9131266638,,"2806.6862N,8242.8613W"
251214,174730,2806.6862,N,8242.861,W,29.1,2.95,1.517611111,0.2,33.216648886,,"2806.6862N,8242.861W"
251214,174730.2,2806.6863,N,8242.8606,W,28.3,2.94,1.5124666665,0.2,33.5191422193,,"2806.6863N,8242.8606W"
251214,174730.4,2806.6864,N,8242.8603,W,27.6,2.71,1.3941444443,0.2,33.7979711082,,"2806.6864N,8242.8603W"
251214,174730.6,2806.6864,N,8242.86,W,26.8,2.54,1.3066888888,0.2,34.0593088859,,"2806.6864N,8242.86W"
251214,174730.8,2806.6865,N,8242.8597,W,26,2.6,1.3375555554,0.2,34.326819997,,"2806.6865N,8242.8597W"
251214,174731,2806.6866,N,8242.8593,W,25,2.53,1.3015444443,0.2,34.5871288859,,"2806.6866N,8242.8593W"
251214,174731.2,2806.6866,N,8242.859,W,24.3,2.58,1.3272666666,0.2,34.8525822192,,"2806.6866N,8242.859W"
251214,174731.4,2806.6868,N,8242.8585,W,23.3,2.66,1.3684222221,0.2,35.1262666636,,"2806.6868N,8242.8585W"
251214,174731.6,2806.6869,N,8242.858,W,22.1,2.92,1.5021777776,0.2,35.4267022192,,"2806.6869N,8242.858W"
251214,174731.8,2806.6871,N,8242.8575,W,21,2.98,1.5330444443,0.2,35.733311108,,"2806.6871N,8242.8575W"
251214,174732,2806.6872,N,8242.8571,W,20,3.04,1.563911111,0.2,36.0460933302,,"2806.6872N,8242.8571W"
251214,174732.2,2806.6873,N,8242.8566,W,19,3.06,1.5741999999,0.2,36.3609333302,,"2806.6873N,8242.8566W"
251214,174732.4,2806.6874,N,8242.8562,W,18.2,3.15,1.6204999999,0.2,36.6850333301,,"2806.6874N,8242.8562W"
251214,174732.6,2806.6875,N,8242.8559,W,17.5,3.21,1.6513666665,0.2,37.0153066635,,"2806.6875N,8242.8559W"
251214,174732.8,2806.6876,N,8242.8556,W,16.7,2.99,1.5381888888,0.2,37.3229444412,,"2806.6876N,8242.8556W"
251214,174733,2806.6878,N,8242.8552,W,15.8,3.08,1.5844888888,0.2,37.639842219,,"2806.6878N,8242.8552W"
251214,174733.2,2806.6879,N,8242.8549,W,15.3,3.1,1.5947777776,0.2,37.9587977745,,"2806.6879N,8242.8549W"
251214,174733.4,2806.688,N,8242.8547,W,14.8,3.16,1.6256444443,0.2,38.2839266633,,"2806.688N,8242.8547W"
251214,174733.6,2806.6881,N,8242.8544,W,14.3,2.96,1.5227555554,0.2,38.5884777744,,"2806.6881N,8242.8544W"
251214,174733.8,2806.6882,N,8242.8543,W,14,2.76,1.4198666665,0.2,38.8724511077,,"2806.6882N,8242.8543W"
251214,174734,2806.6883,N,8242.854,W,13.6,2.72,1.3992888888,0.2,39.1523088855,,"2806.6883N,8242.854W"
251214,174734.2,2806.6884,N,8242.8537,W,12.8,2.78,1.4301555554,0.2,39.4383399966,,"2806.6884N,8242.8537W"
251214,174734.4,2806.6885,N,8242.8535,W,12.4,2.75,1.4147222221,0.2,39.721284441,,"2806.6885N,8242.8535W"
251214,174734.6,2806.6886,N,8242.8533,W,12.1,2.72,1.3992888888,0.2,40.0011422188,,"2806.6886N,8242.8533W"
251214,174734.8,2806.6887,N,8242.853,W,11.8,2.8,1.4404444443,0.2,40.2892311076,,"2806.6887N,8242.853W"
251214,174735,2806.6888,N,8242.8528,W,11.4,2.8,1.4404444443,0.2,40.5773199965,,"2806.6888N,8242.8528W"
251214,174735.2,2806.689,N,8242.8525,W,10.9,2.76,1.4198666665,0.2,40.8612933298,,"2806.689N,8242.8525W"
251214,174735.4,2806.6891,N,8242.8523,W,10.5,2.76,1.4198666665,0.2,41.1452666631,,"2806.6891N,8242.8523W"
251214,174735.6,2806.6891,N,8242.8521,W,10.2,2.57,1.3221222221,0.2,41.4096911075,,"2806.6891N,8242.8521W"
251214,174735.8,2806.6891,N,8242.8519,W,9.9,2.51,1.2912555554,0.2,41.6679422186,,"2806.6891N,8242.8519W"
251214,174736,2806.6892,N,8242.8517,W,9.6,2.29,1.1780777777,0.2,41.9035577741,,"2806.6892N,8242.8517W"
251214,174736.2,2806.6893,N,8242.8515,W,9.2,2.24,1.1523555555,0.2,42.1340288852,,"2806.6893N,8242.8515W"
251214,174736.4,2806.6894,N,8242.8513,W,8.7,2.32,1.193511111,0.2,42.3727311074,,"2806.6894N,8242.8513W"
251214,174736.6,2806.6895,N,8242.8511,W,8.4,2.39,1.2295222221,0.2,42.6186355519,,"2806.6895N,8242.8511W"
251214,174736.8,2806.6896,N,8242.8509,W,8,2.57,1.3221222221,0.2,42.8830599963,,"2806.6896N,8242.8509W"
251214,174737,2806.6896,N,8242.8506,W,7.6,2.72,1.3992888888,0.2,43.162917774,,"2806.6896N,8242.8506W"
251214,174737.2,2806.6897,N,8242.8504,W,7.2,2.7,1.3889999999,0.2,43.440717774,,"2806.6897N,8242.8504W"
251214,174737.4,2806.6898,N,8242.8501,W,6.7,2.57,1.3221222221,0.2,43.7051422184,,"2806.6898N,8242.8501W"
251214,174737.6,2806.6898,N,8242.85,W,6.2,2.25,1.1574999999,0.2,43.9366422184,,"2806.6898N,8242.85W"
251214,174737.8,2806.6898,N,8242.8497,W,5.5,2.23,1.147211111,0.2,44.1660844406,,"2806.6898N,8242.8497W"
251214,174738,2806.6898,N,8242.8494,W,5,2.45,1.2603888888,0.2,44.4181622184,,"2806.6898N,8242.8494W"
251214,174738.2,2806.6898,N,8242.8491,W,4.4,2.44,1.2552444443,0.2,44.6692111072,,"2806.6898N,8242.8491W"
251214,174738.4,2806.6899,N,8242.8488,W,3.7,2.22,1.1420666666,0.2,44.8976244405,,"2806.6899N,8242.8488W"
251214,174738.6,2806.6899,N,8242.8486,W,3,2.25,1.1574999999,0.2,45.1291244405,,"2806.6899N,8242.8486W"
251214,174738.8,2806.6899,N,8242.8483,W,2.5,2.26,1.1626444443,0.2,45.3616533294,,"2806.6899N,8242.8483W"
251214,174739,2806.69,N,8242.848,W,2,2.37,1.2192333332,0.2,45.605499996,,"2806.69N,8242.848W"
251214,174739.2,2806.69,N,8242.8477,W,1.4,2.45,1.2603888888,0.2,45.8575777738,,"2806.69N,8242.8477W"
251214,174739.4,2806.6901,N,8242.8474,W,0.6,2.51,1.2912555554,0.2,46.1158288849,,"2806.6901N,8242.8474W"
251214,174739.6,2806.6901,N,8242.847,W,-0.3,2.52,1.2963999999,0.2,46.3751088849,,"2806.6901N,8242.847W"
251214,174739.8,2806.6903,N,8242.8466,W,-1,2.59,1.332411111,0.2,46.6415911071,,"2806.6903N,8242.8466W"
251214,174740,2806.6904,N,8242.8463,W,-1.6,2.61,1.3426999999,0.2,46.910131107,,"2806.6904N,8242.8463W"
251214,174740.2,2806.6905,N,8242.8461,W,-2,2.57,1.3221222221,0.2,47.1745555515,,"2806.6905N,8242.8461W"
251214,174740.4,2806.6906,N,8242.8458,W,-2.3,2.7,1.3889999999,0.2,47.4523555514,,"2806.6906N,8242.8458W"
251214,174740.6,2806.6907,N,8242.8456,W,-2.6,2.7,1.3889999999,0.2,47.7301555514,,"2806.6907N,8242.8456W"
251214,174740.8,2806.6908,N,8242.8454,W,-3.1,2.54,1.3066888888,0.2,47.9914933292,,"2806.6908N,8242.8454W"
251214,174741,2806.6908,N,8242.8452,W,-3.6,2.25,1.1574999999,0.2,48.2229933291,,"2806.6908N,8242.8452W"
251214,174741.2,2806.6909,N,8242.845,W,-4,2.19,1.1266333332,0.2,48.4483199958,,"2806.6909N,8242.845W"
251214,174741.4,2806.6909,N,8242.8447,W,-4.2,2.37,1.2192333332,0.2,48.6921666624,,"2806.6909N,8242.8447W"
251214,174741.6,2806.6909,N,8242.8444,W,-4.4,2.58,1.3272666666,0.2,48.9576199958,,"2806.6909N,8242.8444W"
251214,174741.8,2806.691,N,8242.8442,W,-4.7,2.56,1.3169777777,0.2,49.2210155513,,"2806.691N,8242.8442W"
251214,174742,2806.691,N,8242.8439,W,-5.2,2.6,1.3375555554,0.2,49.4885266624,,"2806.691N,8242.8439W"
251214,174742.2,2806.6911,N,8242.8436,W,-5.7,2.64,1.3581333332,0.2,49.760153329,,"2806.6911N,8242.8436W"
251214,174742.4,2806.6911,N,8242.8433,W,-6.2,2.69,1.3838555554,0.2,50.0369244401,,"2806.6911N,8242.8433W"
251214,174742.6,2806.6911,N,8242.8431,W,-6.6,2.44,1.2552444443,0.2,50.287973329,,"2806.6911N,8242.8431W"
251214,174742.8,2806.6911,N,8242.8429,W,-7,2.11,1.0854777777,0.2,50.5050688845,,"2806.6911N,8242.8429W"
251214,174743,2806.6911,N,8242.8427,W,-7.4,1.91,0.9825888888,0.2,50.7015866623,,"2806.6911N,8242.8427W"
251214,174743.2,2806.6912,N,8242.8424,W,-7.9,1.94,0.9980222221,0.2,50.9011911067,,"2806.6912N,8242.8424W"
251214,174743.4,2806.6913,N,8242.8422,W,-8.3,2.13,1.0957666666,0.2,51.12034444,,"2806.6913N,8242.8422W"
251214,174743.6,2806.6913,N,8242.8419,W,-8.6,2.28,1.1729333332,0.2,51.3549311067,,"2806.6913N,8242.8419W"
251214,174743.8,2806.6915,N,8242.8417,W,-8.9,2.45,1.2603888888,0.2,51.6070088844,,"2806.6915N,8242.8417W"
251214,174744,2806.6916,N,8242.8415,W,-9.1,2.41,1.239811111,0.2,51.8549711066,,"2806.6916N,8242.8415W"
251214,174744.2,2806.6917,N,8242.8414,W,-9.3,2.38,1.2243777777,0.2,52.0998466622,,"2806.6917N,8242.8414W"
251214,174744.4,2806.6918,N,8242.8412,W,-9.4,2.49,1.2809666666,0.2,52.3560399954,,"2806.6918N,8242.8412W"
251214,174744.6,2806.6918,N,8242.8411,W,-9.4,2.51,1.2912555554,0.2,52.6142911066,,"2806.6918N,8242.8411W"
251214,174744.8,2806.6919,N,8242.841,W,-9.5,2.52,1.2963999999,0.2,52.8735711065,,"2806.6919N,8242.841W"
251214,174745,2806.692,N,8242.8409,W,-9.6,2.59,1.332411111,0.2,53.1400533287,,"2806.692N,8242.8409W"
251214,174745.2,2806.6921,N,8242.8408,W,-9.7,2.56,1.3169777777,0.2,53.4034488843,,"2806.6921N,8242.8408W"
251214,174745.4,2806.6922,N,8242.8406,W,-10,2.66,1.3684222221,0.2,53.6771333287,,"2806.6922N,8242.8406W"
251214,174745.6,2806.6924,N,8242.8406,W,-10,2.7,1.3889999999,0.2,53.9549333287,,"2806.6924N,8242.8406W"
251214,174745.8,2806.6925,N,8242.8405,W,-9.9,2.67,1.3735666665,0.2,54.2296466619,,"2806.6925N,8242.8405W"
251214,174746,2806.6926,N,8242.8404,W,-9.9,2.74,1.4095777777,0.2,54.5115622175,,"2806.6926N,8242.8404W"
251214,174746.2,2806.6927,N,8242.8403,W,-10,2.76,1.4198666665,0.2,54.7955355508,,"2806.6927N,8242.8403W"
251214,174746.4,2806.6927,N,8242.8401,W,-10.1,2.72,1.3992888888,0.2,55.0753933285,,"2806.6927N,8242.8401W"
251214,174746.6,2806.6928,N,8242.84,W,-10.2,2.66,1.3684222221,0.2,55.349077773,,"2806.6928N,8242.84W"
251214,174746.8,2806.6928,N,8242.8398,W,-10.2,2.69,1.3838555554,0.2,55.625848884,,"2806.6928N,8242.8398W"
251214,174747,2806.6929,N,8242.8398,W,-10.1,2.58,1.3272666666,0.2,55.8913022174,,"2806.6929N,8242.8398W"
251214,174747.2,2806.693,N,8242.8397,W,-9.8,2.59,1.332411111,0.2,56.1577844396,,"2806.693N,8242.8397W"
251214,174747.4,2806.693,N,8242.8398,W,-9.5,2.43,1.2500999999,0.2,56.4078044395,,"2806.693N,8242.8398W"
251214,174747.6,2806.6931,N,8242.8397,W,-9.4,2.23,1.147211111,0.2,56.6372466618,,"2806.6931N,8242.8397W"
251214,174747.8,2806.6931,N,8242.8397,W,-9,2.3,1.1832222221,0.2,56.8738911062,,"2806.6931N,8242.8397W"
251214,174748,2806.6932,N,8242.8397,W,-8.6,2.45,1.2603888888,0.2,57.1259688839,,"2806.6932N,8242.8397W"
251214,174748.2,2806.6933,N,8242.8397,W,-8.2,2.45,1.2603888888,0.2,57.3780466617,,"2806.6933N,8242.8397W"
